id,narrative_ewe
78,"Meɖekuku, nuɖoɖo aɖe wɔ afisia Techiman eye meɖi kpɔ ŋunye. Ŋkɔnyé nye Efua, eye mefrɛ wo afi Yaw — aseŋ ŋutsu ŋutɔnyé — eya. Ewu ƒu egbe ŋdi le ƒe tsi, eye etso ta ɖe ƒuɖoƒoa dzi blibo. Eɖo edzi, gake eɖi gblɔm be ɖony eyi nam, eye etsɔm le ŋusẽ aɖe me. Mede wò egbɔ ɖe edzi abe ame si le nɔ ame nyuie ɖe ne o abe."
79,"Meɖekuku, meɖi gbɔ nuŋɔŋlɔ ɖe ŋunye — nudzadzra aɖe wɔ ɖe ŋuti ɖevilaɖeke si wòɖe Kpodo, eye míele afɔliƒe míaƒe ŋu ɖo fifi Bolgatanga. Ɖevi la ɖo kple nyiɖuɖu — mese asa o, ede nyateƒe agbɔ dzi na etso wu — eye ewu ƒu akɔkɔe, tso ƒu dzi asinye dzi vevie. Esi la gbɔe vɔ la, asi la hã fɔ kpoo, eye eyi nam gbɔ be eyi ŋutɔ nam vevie — gake eɖo edzi hã, le ɣlɔɣlɔ me. Ɖevi la nye ɖevi aɖe si le afɔfɔlia, àkpɔ be eɖo ƒe ɛ̃ŋɔ bliboa. Menya aɖanugɔ o, elabena asi la fɔ ke fɔ, eye efɔ mele ɖa nu eme o. Meɖekuku, mawu ŋuti, wòtu akɔ aɖe fie nami, alo mì gblɔ nam se siwo maɖe wɔm? Kpe ɖe ŋumíawo!"
80,"Meɖekuku, meɖi ɖe ŋu bɔ nudzadzra siwo woa ɖe srɔ̃ ɖeka ŋu fifi afisia Techiman. Ŋutaŋu me, na mi nyém — domenyɔla meɖom Mensah, agbenyaga enye, la elewɔ dɔ nɔe ŋutɔ — mese be eɖo nu wɔe alo ede dɔ ƒe nu le afɔkpata dzi — eye eyi eɖo asi ŋu, alo asi nyuie katã, mekpɔ dɔtrɔ gã o. Amoah yɔ nyem, nye ɖe melegblɔ fifi sia. Akpo la, enyo kaba — seke la ŋutɔŋutɔ, eye eyi le eyi teƒe kpui, eye ede eƒu akɔ ʋɔ nyuie. Gake ehã agbenyaga la, misubo be ekaba be miwɔ ɖe ŋu mífrɛ, ebe minya nusẽ wòa wɔ. Eɖo esi le fifi sia, gake mibe: ele eme be eme nɔ yi asiwo alo mienye le ŋutɔ be mide seke la dzidzro le ŋutimé?"
81,"Allo! Meɖekuku, kpe ŋunye! Ɣlɔ̃ sia Hohoe-Jasikan ʋɔ dzi, pragyia ze ŋunye ɖevi ame — ŋutsu ɖevi nyem Mawuli. Motor dzo le eŋu, ewu ƒu, eye ale ko asi eŋu, eyi nam o — ele ŋuŋlɔ dzi le asi ɖe asi ŋu, gake tɔ̃tɔ̃, ate ŋu ƒe nuwo tɔ̃ ale ko. Nyem Boateng, nye wɔfa. Meɖekuku, kpe ɖe ŋunye — midzro ame aɖe ava kpɔ ɖevi sia, elabena ɖevi la gblɔa nɔna nyuie be ale ko, gake mele dzi na nɔ tɔtɔ dzi o. Ɖevi nye — mate ŋu wɔ bɔbɔe na eŋu o. Meɖekuku, frɛ ambulance ava kpɔ yi!"
82,"Meɖekuku, meɖi ɖe nudzadzra siwo wɔ ɖe afisia Wa Central. Amoah, ɖevi sia nyɔ aƒeviwo ŋunye — aboboyaa dze agba ɖe eŋu le ʋɔ dzi afã kple afã o fafã. Ɖevi a nye ɣeyiɣi ŋu ame, eƒe ƒe le fu ewo sia ewo eve o etɔ̃ vɔ gbɔ. Eƒe afɔ xɔ dzetsi ɖe nudzadzra sia me — efufu le eŋu eye mate ŋu zu afɔ ɖe eŋu o ɖe xoxo. Eɖo edzi — eɖo edzi nyuie, eɖo edzi o, gake eyi eŋu ŋutɔ nyuie, eye miaƒe ʋɔʋɔ le asi mi kpɔm. Nyemetɔ nye Fatima. Meɖekuku, kpe ame aɖe dze ɖe miaƒe ŋu be woajro mia, alo gblɔ mia be mia wɔ nusi gbɔna."
83,"Allo, yɔ nyem Nhyira, eye mefrɛ wò le esia ŋu be woawɔ nusiwo wòwɔe ɖe Takoradi market xɔm egɔme hedze. Srɔ̃ ɖeka, Fuseini, viwo ɖeka wɔ eŋu ɖa fe stalls siwo le afe la ŋutɔ — wotsɔ asi ŋlɔ eŋu eye wokpe eŋu, gake edo ƒu. Asi xɔ eŋu le do la me, gake elabɔ kpe — enyo, nyuie dze — asi la daŋ naɖe eye adaŋ ŋutɔ le, abe atsã ɖe dzi gbã aɖe hã le asi la dzi abe. Ame ɖeka si le agbɔɖagbe la kpe eŋu eye wòwɔ agbe be edzo atsɔ asi ŋkɔ, eye ela ɖo edzi axɔxɔ megbeme fifia. Gake mihiã ʋɔ ŋu be mefrɛ be esi la ŋutɔ na srɔ̃ ɖeka eye meɖi be woawɔ nane nawo, eye medzi nu noa."
84,"Meɖekuku, mefrɛ mi aɖe nudzadzra si wòwɔ le Accra-Cape Coast ʋɔ dzi, xoxo le Winneba ŋkɔ la gbɔ. Nɔvi nyem Akua na le trotro dzi, eye akɔ bubu ŋlɔ wo, eye eyi nam le eƒe afɔ dzi — afɔ la gblɔ, eye mate ŋu zɔ le eŋu o nyuie. Ɖevi nyɔnu wò nye, abe ame ƒe ɣeyiɣi ewo bɔbɔ ene sia ene ene abe ne, eye fifia amewo le ʋɔ ŋɔ la le kpe ɖe eŋu. Nyem ŋkɔ nye Nii, eye mele ʋɔ dzi kpɔ eɖe fifia, gake mɔm wade frɛ mi ɣeɣe be amea aɖe na va kpɔ eŋu. Meɖekuku, kpe mi ambulance va."
85,"Meɖekuku, megblɔ nami nu siwo wòwɔ ɖe ɖevi ŋutsu aɖe ŋuti fifi, le Hohoe kple Jasikan ʋɔ dzi hã. Ŋkɔnyɔ nye Efua, eye ɖevi ŋutsu la ŋkɔ nye Ibrahim — ele agbeɖeɖe me, akpa la le adolescent ɖe. Dzi wɔ ŋɔ ɖe ɖo ŋuti, gake mele vɔ nu kaka o — eƒe ɖo ŋuti la le huhɔ̃hɔ̃ ɖe siwo kpe ɖe blisters ketekete ŋu. Mègbɔ be togbui toɖoɖo aɖe wòwɔ ƒu ame la, eye toɖoɖo atata ka tsɔ dze ŋɔ ame la dzi. Eɖo edzi eye etu se nu gblɔm, gake miɖi be amegã aɖe a va kpɔ ame la nyuie nyuie."
86,"Nyɔnume Gifty, me mama nyé — akɔ ɖe eŋu afɔ kata ɖo Tarkwa sia, egbe fia yeɖe nɔƒi haƒe. Srɔ̃ nyé, eye akɔ nɔ aɖe eŋu vevie — eƒe afɔ ɣleti vɔ, eye dzi le etsotso vevie. Nyé Kwabena, me yɔna ame nyé. Meɖekuku, mate ŋu ze ɖe afɔ o, eye eyi nam vevie, enye abe eye edzi kum — míeyi egbɔ vevie."
87,"Meɖekuku, mefrɛ wo ɖe afi si akɔ vɔ̃ na Alhassan, ŋutɔ ame si le ŋunye xɔ ƒe dometɔ. Ele nɔnɔm va xɔ le Darkuman afisia, gake OA taxi ɖeka xɔ eŋu ƒe nu kakaka. Akpe na Mawu, ka mɔ o— manyuie. Eƒe asi yi eyi nam dzo le afi ɖeka, eye eme vɔ dɔ ake, gake ele ɖo dedie, eye eɖo edzi nuto. Woɖe mia le eƒe xɔ me fifia, yena wòxɔ eŋu. Nye Elinam, meva be manye be ame ɖeka ƒe dzidzi li be edzi asi ne edie be eyi asiwo."
88,"Allo, nye ŋkɔ nye Ramatu. Mefrɛ mi esi nudzadzra aɖe wɔ Adjoa ŋutɔ, ɖevi nyɔnu aɖe, ŋutɔ Techiman ƒe Kumasi-Sunyani ʋɔ dzi. Tsi kpevi aɖe le ʋɔ ŋkɔme fia, eye Adjoa do ƒu le tsi me, wɔ agbe ɖe eme vɔvɔ̃, gake ame siwo le ɖaƒo vɔ̃ ayi yi hafi woxɔ eƒe asi habɔbɔ. Fifia eƒu agbe nyuie — Mawu kpɔɖeŋu — gake ɖo yi nam fafia, eye eɖo ta le eme tɔtɔ. Nusi wɔ o nyo ɖe ŋkeke o, esi le egome wɔm eye wɔ gblɔ nu, gake míate ŋu dzo akɔ le asi ŋɔ o, esi miaɖe ŋu na mle mi. Miaƒe xɔ ame mia le ame si xɔ-nu-le-nu la ŋu, ɖeke miado eya dziŋkɔ. Miaɖi nya se be ede ɖe asiwo akpo dɔkita aɖe gbɔ abe le o, ame o. Meɖekuku, kpe ɖe ŋumia!"
89,"Meɖekuku, nudzadzra le Tamale-Bolgatanga ʋɔ dzi, Walewale ƒe ɖoɖo aɖe. Ɖevi nukɔnyawo aɖewo ɖo Agyeman — woɖo yi ŋutilã na eya, eye wokpɔ ŋutsu woɖo ta kple ɖo na ame ɔ nyuie nyuie. Míe Amankwah, meƒle ʋɔ dzi hã, eye mekpɔ nudzadzra sia, eye medzo gbɔ na kpɔe ŋu. Eɖo edzi hã eye exɔxɔ gome aɖe le, gake ɖo ƒome fɛ̃ le etsotso, eye eyi nam be eyi ŋue nyuie. Meɖekuku, kpe ame aɖe ɖe ŋunye — gblɔ mia ɖe fia míe na ɖe nɛ akɔ dzi akpɔ Asiwo dɔwɔlawo kabakaba."
90,"Meɖekuku, nuvo ŋutɔ le hafi wo ɖe ɖevi ŋgɔ dzi afisia. Ŋkɔnyé nye Afia, eye mefrɛ wo ɖe ɖevi ŋuti, eŋkɔ nye Adjei — ele dɔwɔm, akɔŋkɔŋ ɖeka xɔ ne asi, evɔ̃ ɖaŋ hã, dzi wɔ wu. Míele Axim ʋɔ dzi esɔ kpe ɖe Half Assini dzi. Ɖevi la eyi ŋune ŋutɔ, eye míetsɔ ɛ̃ le eŋu. Meɖekuku, zi kpɔ ŋumíe ko, frɛ kpɔ míe, elabena asi la susu nukae hã, evɔ̃ nyunyɔ ŋutɔ."
91,"Allo! Meɖekuku, kpe ɖe ŋunye! Ŋkɔnyé nye Patience. Ɖevinyé Agyeman le nuɖoɖo ƒe dome le Tumu, eye nugbɔgbɔ deka to ŋu do ɖe eŋu, ewó ta ɖo ɖe eƒe ɖevi ŋɔ kple eƒe abɔ dzi. Ɖevi ŋutsu wò nye — asime eƒe ƒe ene alo etɔ̃ adre ewo ene. Eɖo edzi, egblɔ gɔme, gake eyi eŋu vevie. Ede be eƒe ɖevi ŋɔ yi eŋu vevie — ame si efuƒu agbe ko, éyi nam vevie. Gake dzi le etsotso ŋukeke o, nuɣlɔɣlɔ aɖeke le edzi o. Ŋusɔ wo frɛ mi — eƒe aɖabawo le construction site ɔ dome nye wófrɛ nyem be nudzadzra si wó nye ɖo le eŋu. Míenya nu o be nubɔbɔ aɖeke vɔ le edzi abe — ɣleti vɔ alo nu bubu aɖeke. Meɖekuku, frɛ ambulance mia, alo gblɔ miam dɔwɔwɔ si míele wo ŋu wɔ fifia — ame aɖeke nava kpe ɖe ŋumitɔwo, afɔ nyuie be míétɔ́ ŋlɔ eŋu."
92,"Meɖekuku, meɖi gbɔ nu siwo wòwò na nɔvi ketia. Ŋkɔe nye Kwame, ene le ƒe ewo bɔ ɖeka ɖeka eme, eye wòle zu aƒe le construction site ŋu fifi le Accra-Cape Coast ʋɔ dzɔdzɔe kpɔ Winneba si, gake nu ɖeka wui do edzi ne asi dzi. Kwame gblɔ be eyi nane asi ɔ dzi, gake etuu asi enu kakaka hã — nenye vevie hã o. Nyem nye Ofori. Meɖi su be mado gɔme be eɖi yi clinic à, alo mègata se ŋu dɔ na eŋu le ƒe o?"
93,"Meɖekuku, meɖi gbɔ nu siwo wòwɔ afisia Tumu. Ŋutɔ la, ɖekuku wò si Nii, ewu ƒu le agble ŋu — eɖo ƒu dzi eye eta ƒu ƒu ƒe ŋgɔ dzi. Eɖo edzi la ŋu, etsɔ edzi ele abe ame si le ŋu ene, eye etia gbe vevie — gake le ɖo ŋgɔ la, ɣlɔ kpe aɖe le esia, eye eyi nam le ɖo la nyeme. Nyem nye Ibrahim — mele ŋɔ si tso esia ko, meva kpɔ eŋu gake manu nu kume la. Miaɖoe bena xexeame mevɔ o, gake miadi be ame aɖe agbɔ mia be míawɔ nɛ akple ŋgɔ."
94,"Allo, yɔŋ nyem nye Sulemana. Mefrɛ aɖe woŋlɔ ŋu ame ɖeka si le ŋutame, srɔ̃ ɖeka si wɔɖoa Baffour. Akɔ kpe ɖe eŋu accident ɖeka Asokwa, gbɔ ɖe afé si míe do ŋu ɖaŋ. Gake esi wodo eƒe ƒe, etsɔ asi ŋku ƒe eƒe ɖevi ŋɔ kple eƒe dzidzi anyienye ŋɔ. Woanɔ tɔtrɔtɔ ŋɔ ŋɔŋlɔ o — dzi le etsotso o, nudzadza bubu ŋdi o — gake eyi eŋu abɔ kple eƒe ŋkɔŋkɔ ŋɔ. Srɔ̃ wò nye, nenye fia abe woɖo agbe nyuie aɖe ene."
95,"Allo! Ŋkɔnyé nye Akua. Mefrɛ wò afi nyɔnu ɖevi aɖe ƒe nu vɔ̃ si wò le afisia. Ŋkɔ ne wò ɖe ɖevi sia nye Afia. Eƒe ƒe le ɣeyiɣi ewo ɖeka, gake eya nɔ esia kple esiaɖeka ɣeyiɣi. Tsi wó yi ezi ɖe etɔ̃, eɖo ɖo kple ta ƒe ƒuƒo dzi. Míenɔ Bolgatanga-Bawku ʋɔ dzi, ko Navrongo ƒe ɣlɔ̃. Gblẽ si wó gbẽ ɖe ezi eya hã nyo o — edzi le dzidzo la ƒe ŋɔ dzedzedze, le nu vɔ̃ hã. Eyi ŋuɖevi, eyi nam, ana yeyegbe le ame le, gake eɖo edzi fifia hã, le gblɔgblɔ hã. Meɖekuku, mia hia be ame ɖekaɖeka a va kpe ɖe ŋune vovovo. Djro nami srɔ̃!"
96,"Oshwiee, meɖi na mi adze nyawo. Nudzadzra ɖeka wɔ ɖe Tamale-Yendi ʋɔ dzi, ɖa Savelugu ƒe ɣeyiyi me. Ŋkɔnye enye Ibrahim. Mele ʋɔ dzi le gome la, mekpɔ ɖevi ɖekae, Agyeman, ewu ƒu ɖe eƒe bicycle dzi ʋɔ dzi. Eƒe afɔ yi eyi nam, gake ka wòɖo edzi nyuie — elesɛ ʋɔ ƒe ɣeyiyi aɖe la ŋu le enu wòtso na, eye wòtu afɔ la gede gede. Ame ɖeka le eŋu fifia la, gake maɖe mese mi ɖe eme abe maba ɖo ame aɖe nana kpɔ eɖe ene abe."
97,"Meɖekuku, meɖi ɖe nudzadzra siwo wòwɔ afisia Nalerigu. Ƒometɔ nye Vida — eya le zã le aɖabaƒe ŋutɔ ko, eye afɔ ŋɔ vɔ ƒe agbagba ɖeka wu eƒe afɔ, gake ewu ƒu, eye afɔ dzɔku vɔe didi. Afi sia, afɔ dzɔku la ɖo le efisi le sù sùm, eye mate ŋu ɖo afɔ eŋu o — gake eɖo edzi eye edzɔ vuvu nyuie. Nyem ne Elinam, meƒo eŋu afisia ɣeyiɣi sia. Meɖi se be menya be mado clinic abe o ameke aleke wòwɔnɛ le ƒe dzi abe."
98,"Meɖekuku, nudzadzra gãã ɖe le afisia, eye meɖi kpɔ ŋunye tso fifia. Ŋkɔnyé enye Memunatu, eye mekpɔ wò le ɖevi ŋutsu ɖeka wu dzi — ŋkɔe enye Nii Kwei. Ewu ƒu tsi tso Kete Krachi ʋɔ ŋutɔ, fɔli si le Dambai kpɔ. Elo tsi me, eye blibo kpe ɖe wotsɔ eɖa le tsi me la, eɖo edzi o kaka — egblẽ ame o dada. Ne miekpɔ eɖo la, eto ŋɔ kple ta nye vɔvɔ̃ kpem — ele abe nuse ɖe dzi be nuɖuɖu le eŋu ene. Ɖevi la nye ɖevi kakra kpem, nuti ɖeka eye elea xɔle bubu kpem fifia. Miele egbɔ dada. Meɖekuku, xlẽ ame dzo vaɖe afisia ko, elabena míenya se ƒe nɔnɔme si wòle eŋu la o."
99,"Meɖekuku, megblɔ nami nu siwo wɔa afim Oforikrom. Ŋkɔnyem enye Kwame, eye ɖevi ŋkɔ enye Appiah — eya nye kpɔɖeŋu ŋutɔ ɖevi. Ele construction site kpɔɖe afim dɔwɔwɔ me, eye nu ɖeka wui wui akpo ɛ ta dzi, eye ewui ƒu. Eɖo edzi, gake edzɔ vivitɔ caacaa, eye eɖo nɔ dzi gbɔgbɔ — ɖonye yi eyi nam teetee, eye míekpɔ eŋu dzo le ame eye míeyi nu siwo wɔ na ɛ. Míeɖi be ame ɖeka ni wa kpe ɖe ŋumíe, efɔ gbɔ, esi wɔwɔe sɔ ɣesiaɣi fiɛ o."
100,"Meɖekuku, nudzadzra gãkakã aɖe wɔ ɖe afe sia, eye meɖi kpɔ ŋunye enumake. Ŋkɔnyé nye Nii Laryea, eye mekɔ ŋu la, mele gblɔm ŋuti ametɔ aɖe si wɔ ŋkɔ Adjei. Adjei le zu le ʋɔ si le Takoradi kple Cape Coast ʋɔ dzi, xá Anomabo gɔme. Eve le kplɔ̃ wu ƒo ƒo le afe ɖeka ŋu, eye nuɖoɖo gã kpaka aɖe wui lo dzi le eƒe afɔ dzi — eye nya la gblɔ nyuie o, afɔ la ƒɔ ɖoɖo kakaka, eye dzi le etsotso dzo bebea. Míakpɔ bɔbɔe ɖi afɔ la dzi, le míadɔ nu le dzi tsotso ŋuɖoɖo me, gake eyi nam tɔtɔ, eye miade gblɔm bebea eƒe ŋuti. Meɖekuku, zã hame dɔ ŋu yi ʋɔ la ŋudɔ si le Anomabo xá dzi ɖo kpee, wɔ ka ka."
101,"Meɖekuku, meyi se nudzadzra siwo ɖe ame dzii. Nyeŋkeke nye Nii Armah, eye mefrɛ ŋu be mekɔ kpɔ doƒe si Abena le eme — nudzadzra wɔ eɖe Accra-Cape Coast ʋɔ dzi, ɖe Winneba ŋkeke. Akɔ ɖeka dzi trotro si Abena le eme, eye eɖo ta dzi chair si le eme ɣeyiɣi — ta ɖeka la. Ɖo eyi enam geɖe geɖe. Eɖo edzi eye egblɔ gɔme, gake miaɖi ƒo ŋu tso eŋu abe nuɖoɖo nɔe be ɖo la kpe. Miatsɔ eŋu fifia, eye miayi se ame awo ɖe eŋu agbɔ eɖo ŋu ɖe nyuienyuie."
102,"Meɖekuku, nudzadzra ɖe eve ŋu fifi yi egbe ɖe Bawku ʋɔ dzi, Zebilla kpɔŋɔ. Ɖevi nyɔnu deka, Araba, tipper truck ŋɔ ame eƒu eŋu gbã le ʋɔ te, gake Araba le ʋɔ teƒe le eƒu bena. Ewu ƒu eye eta ƒu ƒuƒlu dzi, gake eɖo edzi, ele eme na wɔ ble. Kpɔkpɔ bi le eƒu dzi, eye eyi nam ale ko ɖe eƒu ɖo teƒe. Nyeŋɔ Patience — mate ŋɔ ame si kpɔ nudzadzra sia wɔm. Meɖekuku, miaɖi ame deka aʋa aɖe na ɖevi si, elabena Araba nyɔnu ɖevi me, eye miaɖi aka o. Kpe ɖe ŋumiaa!"
103,"Meɖekuku, nudzadzra le Ho-Accra ʋɔ dzi, ɖe Adidome ŋkɔme. Nua, Nii Kwei, edo ƒu — mesea be eɖo akɔ dzi alo nutiwo dzi, eye eƒu asi eye ewu ƒu gã. Eta kple eɖo ŋɔ dzi woku wo, eye gake afi ke mayi aɖo eŋu, eɖo edzi, gake eɖo edzi o nyuie — egblɔgblɔ vevie, eye etsɔ asi de eɖo dzi, egblɔ be eyi nam vevie. Ɖevi ŋutsu enye, eƒe ƒe le asi deka bena wui blaeve eve alo etɔ̃ abe ne ɔ. Nyem enye Agyeman, mele eŋu wò. Meɖekuku, miadi kpɔ mia, abe mede asi ɖe eŋu wu nava vevie o, mate ŋu sisi eƒe dzidzime sia o."
104,"Meɖekuku, meyi ɖe accident siwo wɔ wɔe afisia Yendi Senior High School. Ŋkɔnya enye Issah, eye ame ɖeka le amesiaɖewo dome, ɣeyiɣi Dela, pragyia fo we ɖo Yendi Senior High School ŋkɔme ɔ, eƒe ʋɔ ŋkɔ la, gake eƒu agbe eye edzi ƒu dzi gede o. Ɖevi ŋutsu atã wɔe, eye eyi ŋu afɔ ŋunye. Miɖe ame aɖe kple we le afisia fifia, eye mide we abe aɖewo abe abe esi ate ŋu wɔ ewe fia."
105,"""Meɖekuku, nyeŋɔŋlɔ nye Appiah, mekɔ̃ fiafia le Winneba Senior High School. Ɖevi nyɔnu ɖeka hã, Naa Dedei, ewɔ ɣlɔɣlɔ le kpa si le dormitory block dzi, hena ewu ƒu, ewu ta ɖe kpa ŋkɔŋkɔ dzi. Eɖo edzi eye egblɔgblɔ fifia, gake ele ɖo tso ɖe asi eye egblɔ be eyi ɖo nam vɛvɛ to xɔxɔ. Ezɔ o kata gake meyra ɖe mia ŋu aƒe kpɔ ɖe nu si hena wɔ."""
106,"Meɖekuku, mefrɛ ŋu edzina esia le nudzadzra bubu aɖe si wɔ wɔe afi sia le Ho Senior High School. Ŋkɔnye enye Yakubu, menye ɖuɖua ŋutsu aɖe le suklu sia me. Ɖevivi woƒe suklu si wɔ nuɖuɖu, Elinam — nyɔnu srɔ̃ɔ̃ — le edzra ŋu le abɔtomegbe si le nuɖuɖu ƒe ago ŋutɔ la, eye suklu akɔ la tsi ʋɔ abe wogbugbɔ ene, eye eƒu ame ɖe ƒu. Eta ƒu dzi le anyigba tso edzi geɖe, eye eƒo ɖo la kpɔa abe eɣo ene. Edzi ƒu ame, la gake egbɔ nam o — mifrɛ ŋkɔe la, egbɔ o. Eye dzi le etsotso le eƒo ta dzi. Meɖekuku, mia di kpe ɖe woŋu mi ava siɖi siɖi — nyɔnu la enye srɔ̃ɔ̃, eye nudzadzra sia le dɔwɔwɔ bubu aɖe dzi geɖe. Kpe ambulance ɖe ŋumina vovovo!"
107,"""Meɖekuku, meƒle wò yeyewo de nyɔnu ɖevi aɖe si wò motor — okada — ɖe esi Accra, UPSA ƒe ʋɔ ŋgɔ ƒe gate gã ŋutɔ. Ŋkɔnyá nye Amoah, meɖo ŋɔli afisia, eye Yaa nye mí ŋɔŋɔnyawo ƒe ŋɔlisrɔ̃ ɖeka ame. Ewo gbɔ agbame le lecture megbe, ebe aɖu ʋɔ ƒu, gake okada rider ɖe asi eŋu — ewu ƒu ʋɔ dzi, eye ta xɔ ƒu ƒe anyigba dzi. Gake eɖo edzi eye etɔ wò. Ɖo le ekpekpe nu geɖe aɖe, eye ta dzi le adze aɖe kekeke, gake emegblẽ o tɔ̃ o."""
108,"Meɖekuku, meɖi gblɔ wo nuŋɔŋlɔ si wòwɔ afisia ɖe Cape Coast University — ame ɖeka le woŋu, Sulemana, aɖee wu ƒu ɖe swimming pool tso ŋutɔ ŋdi sia. Eyi wòyi ɖi xɔ nɛ kple ɣeyiɣi bubu ame geɖewo, gake etso ŋu ɖe dzeƒe ɖeka eye wotsɔ eɖo ɖe etsitsi vɔ ke. Kweku enyae woɖo asi le eŋu eye wòtsɔ e vɔ ɖe agbadzima, eye ɛ̃e nyeame kpe ɖe ŋunye abe mate ŋu wɔ nuŋɔŋlɔ sia ene. Sulemana eɖo edzi fifia, gake egblɔ be esi le eyi nam — hafi le nɛ ke wòtsɔ e le ame woŋu ɖo ɣi ŋutɔ ŋdi sia. Mele nu gãgã ŋu o, gake mide be ame aɖe na va kpɔ eŋu nu kokoɔ."
109,"""Allo! Nyeŋu nye Amankwah, meŋu student le Koforidua Technical University. Eɖeke, egbe le ŋgɔ dzidzidzi siwo wòwɔ le workshop la me, atike ame ɖeka le klass nyem, Emefa, eɖo grinding machine dzi, eye dɔwɔnu ɖeka ƒe ɣleti ƒom kpɔɔ eye ewu eɖe ta kpɔm. Eɖo edzi eye edzo ƒo ɖe nuwo dzi, gake ta ŋɔ le kpɔm dzi, eye elo be eɖo ŋɔ la nuŋlɔ, eye nuŋlɔ gede la ema. Ame mele edzi o, kpɔm ɖe ŋuye ame, woɖo o. Gake mie sɔ nukpɔkpɔ be kpɔm la loo, eye elo be ta le edzi yi, anyi yi, eye ele be enu kpɔm le edzi gbe gbe. Meɖekuku, kpe ambulance ɖe ŋumie!"""
110,"Meɖekuku, mekɔ wò fia Nii Armah ŋu — nudzadzra aɖe wu eɖe ŋdi sia T.I. Amass le Kumasi fia. Míele science lab dzi míe wɔ practical míeƒe abe ɖe Bunsen burner aɖe dzi la, eye tɔ gbɔ zoo akɔ asi ŋutsu la ŋu. Eya mate ŋu gblɔ be evɔ dada o — efɔ asi la ŋkɔŋlɔ la ɖeka, la dzidzim dɔ la ŋu, gake evi la bɔbɔ le eya dzi eye ŋutsu la gblɔ be eyi nam. Ŋkɔnyé nye Selorm — menye eƒe lab-mate, míele kɔ wò kpɔ be míawɔ aɖeke nane ƒo ake nami abe míe de eɖe clinic dzi."
111,"Meɖekuku, mefrɛ le Kumasi Academy. Ŋkɔnyé nye Wiredu. Nudzadzra ɖeka wɔ emeƒe break time me — ametɔ̃ɖeka de mia ɖeviwo ŋu le bicycle dzi ɖa egbe sports block ŋu, eye woyi dɔme ɖe ameɖeame ŋu wòɖi ɖe ɣeyiɣi le, eye Afia edo ƒu akɔklɔ aɖeke me, eye ebu ƒe asi dzi vovovovo. Edzɔ na eɖo edzi eye egblɔ gblɔ le ŋɔ, gake eƒe asi fɔ ŋutɔ eye toɖe le eme. Egblẽ be eyi nam toɖe le asi ŋu sɔ sɔ wòdi ɖe nu ɖe eme ɣeyiɣi. Miamɔ be ɣleti vɔ o, gake miedi be ame aɖe ava kpɔ eɖe akpe ɖem."
112,"Meɖekuku, nyeŋɔŋlɔ nye Issah, mefrɛ mi le Adisadel College afime ɖe Cape Coast. Alhassan le gbɔ le tefe le ɖevi ŋɔ, eƒu ɖe taxi dropping dzi le woyi akɔ aɖe gbɔ la, akɔ ɖeka wɔ taxi la ŋu kpɔ eƒe ŋɔ le school gate gbɔ — edu ɖe ƒu, gake ele nyuie, nyuie bubu. Eƒe afɔ le afɔ deke deke kpe la ne, abe scrape kple abɔ ɖeka le eŋu ene. Ele ƒo egbɔ le fifia, kple eŋu ɖo afɔ ene, nenye ɣleti vɔ o, mègbe se be nudzidzri aɖe le enu o. Gake miɖi be ame aɖe ni kpɔ eŋu nyuie, efoa eŋu le ɣeyiɣi aɖe — eʋom ʋu ɖe akɔ ɣe la tso eye ele vevie deke deke fifia."
113,"Meɖekuku, meɖi bɔ nudzadzra aɖe si wɔ ɖe afisia Tamale Senior High School. Nyeye Nii Kwei, aƒetɔ aɖe. Ame aɖe si le wɔwɔ nu le ɖu aƒe — Yaa — ele agbenyaga. Eya le ɖo be enɔ ƒu dining hall ŋu le gbã la, akɔ si de canteen nɔvi hã wɔ reverse abe gbedede o abe la, ehui eŋu dzi. Afɔ si le eŋu la kpɔ nyui o kpem — evio, eye dzi le etsotso dodo. Eɖo edzi la, gake eyi nam egbe egbe, eye aƒɔliwo le etotoɛ, eye mate ŋu fɔ afɔ la gbu o. Meɖekuku, kpe ɖe ŋumia dede, mia ƒe asiwo hã, esi ameame la le agbenyaga, eye afɔ si la le nyui nyui o. Frɛ ambulance mia ƒe, mia hiã kpɔ ŋumia vevie!"
114,"""Ŋkɔnyé nye Naa, mefrɛ ɖe Tamale Technical University. Ƒoƒo ce Abenaa — student wɔ fia — le car park si le engineering block ŋutɔ dzi xɔ gome le akɔ si nye campus bus la tso eƒe asi. Akɔ la dzu kpui ʋe eŋu gake edzi vɔ vɔ le edzigbam. Edo ƒu eye eta bui eŋu — ƒo si ka ta la dzi le dze, eye eƒo dɔm ɖo — gake eɖo edzi eye etɔm. Medi ba se be ehia mia du eya ɖe asiwo afe o ke, ka eya afe nyui wòanɔm se edze eŋu nyuie."""
