id,narrative_dagbani
89,"N daa, zug bee kuli o nyɛŋ din bɛ Tamale ni Bolgatanga chɔɣu, Walewale dili kɔɣli. Bia biɛla yɔɣli, Agyeman, niba dali o — dali o ziɣi ziɣi a o ŋun ni o nyaŋgbini. Mali n yɔɣ Amankwah, n bɛɛra n nyɛŋ di lin kuli yeli, ka n zani maa n sɔŋ o. O nyɛ o maa yɛla bi kpɛŋ, o guri kuli kpaari kaɣa la, nga ka o nyaŋgbini dili bɛ kpɔɣu yuli yuli, ka yɛligu daa o ziɣi. Sɔŋni yi maa ma — kuli biɛla ni ti wa, naɣa n yɛl'a ti ma ti naa o nyɛla yili ziɣi, bala din bɛ ti tɔ."
90,"N daa, wuhim paɣa daa kɔŋ ka biɛla din yɛ ka. N yuli nyɛ Afia, ka m bɛ yɛ ni biɛla din yɛ Adjei yɔɣo. O daa bɛ tuma, ka mashini daa nyɛ o nuu, ka o nuu yɛ la wuhim, ka ziim bee o taɣa. Ti bɛ Axim nyɛŋ zu, doo la Half Assini sibu. Biɛla ka yɛligu daa o taɣa, ka ti zuɣu suu. N daa, yi sɔŋ ti tɔsim, yi pa yi tuma yi kpɛŋ, o nuu ni yɛ wuhim taɣa, ka yɛligu daa o ka yɛligu."
91,"N yɛli ma, bi ka n biɛla Agyeman, o bɛ construction site ka o di tuma Tumu. Ka kɔɣim daa gbini o zuɣu ka o kpɛ o digindi ni pam chɛɛ. O biɛla la din, o bɛ ka pia awɛi la shɛli, ka o bɛri mi daa, ama o nyɛ zuɣu daa, o bɛ goliŋ bɛɛ. N yuli la Patience, n di o naayili, ka o tuma nima frɛ maa ka o nyɛla ka din kpɛ o zuɣu. O goliŋ o bɛ yɛla a ni o digindi ka yɛligu daa o zuɣu tooi ka o yuŋ tia, ama ziim ka bee o boɣim. Ti bori la nindɔɣu ka o wa ti sɔŋ, kana ti gbɔŋ ni ti di bɔɣiri maa, kakara ti kɔ ni ka kɔɣim daa gbɛ o zuɣu ka o maa nyɛla maa ka ta yɛla."
92,"N daa, n bɛ yɛ ni n yɛl' yin shɛli din kul' n doo biɛla zuɣu. O yuɣu di Kwame, o di kɔliŋ pia awɛi wɔɣibu ni nyɛ, ka o bɛ construction site ŋun kɔŋ Accra-Cape Coast nyɛŋ zuɣu Winneba saɣim, ka shɛli gbini o nuu zuɣu. O yɛra a yɛligu, ama o waɣdi o nuu kpaɣa kpaɣa, ka ti nyɛ o yɛligu in ka daa ka bɛ ka chɛŋ sana. M yuɣu di Ofori, ka n bɛ n nyɛ yɛlgu shɛli — a din nɔɣili, o bori la o ta nyɛla yili, baa ti waɣdi o sɔŋ yili kɔŋ?"
93,"N daa, n bɛ yɛ ni n tɛribu ŋun saɣibu din kuli waa tiŋa Tumu. N yidiri Nii o gbini o yili kpɛŋ dii — o kpɛŋ ni o ŋun kpahi yɛla zuɣu. O tɔɣ wuhibu, o chɛŋ ni o zaɣa, amma naŋgbani o ni gbaana biɛla be o ŋun ni o ŋun tali ŋɔ, ni o yɛligu ŋɔ puuni. Mini Ibrahim, n yili be o yili tiŋɔ daa, n lo n yi n daa n paɣiri o n ti nyɛ ŋun kuli, zaakaa n ni n winni di zaɣa. Ti maa nyɛ ti ni ka kɛŋ kpɛŋ daa, amma ti bori dɔɣite baŋda ni o tɔ ti baabu ka ti naɣa soli."
94,"Allo, m yɛligu din Sulemana. N frɛ ka n yɛl' amu m yaba din Baffour, o ti Nindaan. O kɛŋ accident ka nyɛŋ so ka din bee din ti nyɛ Asokwa. Ka bi maa o di bi kpɛni, o ku o digindi ni o sibu yɔɣu. Ka yɛla din kpɛm sana, ziim ka bɛ o so, ka yɛla din kpɛm naɣa, amma o bɛri o pam ni o kubsi yɔɣu. O ti Nindaan, ka ti bɔri la ti nyɛ di be o maa yɛla ni."
95,"Allo, nyɣim yɛli n yuɣu la Akua. N frɛ ka yɛligu daa wuhiri ka bia nyɔŋ yi la kɔŋ. O yuɣu la Afia, o bɛ ka pia anu wɔ pia ayɔbu na din doli. Ka yɛligu kpɛŋ o — o ŋun bii o kpɛŋ doli din yɛli ka a bɛri mi. Ti bɛ Bolgatanga-Bawku nyɛŋ kɔŋ, Navrongo doli ni. Ka yɛligu ka din ku yaa paɣa — o kuli bɛ ka o ti yɛli, a nyɛ a nyɛla a bɛ ka o laɣim ɣuŋɣibu. N daa, ti bori la nini o sɔŋ o o yaga ni."
96,"Allo, N daa. Ka nyɛŋtɔɣa bɛ yɛra n daa. Ka shɛli kɔɣibu be din n bɛ yɛ ni di yɛla n'o gbɛ Tamale-Yendi nyɛŋ suhurli, Savelugu baŋ doo. N tɔɣa nyɛŋ Ibrahim, ka maa n be nyɛŋ ŋɔ din n nii biɛla do, Agyeman, o gbini o kaɣa biɛla kpɛŋ nyɛŋ guu. O tiŋ yɛligu o, ama ka o yɛla kɛ bizaɣi — o daɣi nyɛŋ dabia li zoli, ka o tiŋ zaɣiri o daa daa kataɣi. Nindabi do bee o ŋɔ be, ama n bɛ yɛ ni yi nyɛ o yɛla, n daa o baŋ, o bori la dɔɣite o na n'o mali."
97,"N daa, n bɛ yɛ ni n yɛla ŋun kadi o tiŋ kadi din maa so ka o naahi ka diɣila din to bi nyɛla Nalerigu. M taaribiɛla Vida — o nyɛŋ bee la market kama o daa gbini, ka kadi din so o tiŋ nyoro yɔɣu, ka o tiŋ nyoro daa soli ka a bee ka o tiŋ nyoro daa naahi wuhiri. O tiŋ nyoro saa bee gbari la daliŋ ka o kaa li tiŋ na kɔhi, naa ka o nyɛ lala o maa yɛla ka o yɛli lala bee ŋani. Maa din be yuma maa ka M yuli la Elinam, n bee Vida be la nika. Ti bori ni pam kadi ti bori ti nyɛ o yɛ ni o nyɛ la kliniki bee ti ŋani ka ti soli o yili."
98,"N daa, yɛla gbɛrana daa kpem diɣim ka m bori sɔŋ ka ka chen daa. M yuli nyɛ Memunatu, ka m bɛ yɛ ni Nii Kwei yɛla — o gbini kom pali Kete Krachi nyɛŋ dali, kuta Dambai. O kpeɣi kom pum, ka ti daa bɔɣ o bɔri, o tii soli naawuni — o tiŋ yɛligu daa, o ŋun ni o nuu yɛla nyɛ ka o ka bɛ zoli. Bia kpemma la, biɛla tooi, ka o nyɛ yɛla wuhim daa diɣim. Ti di zoli ka ti ka ŋmani bɛ mi dɔɣire o. N daa, di frɛ ŋun kpen ka o ni daa wula, ka ka chen."
99,"N daa, n bɔri yɛla kɔɣim bilɣibu din kpɛŋ zaŋ ka o nyɛŋ kɔɣim din n bɛ yi Oforikrom. N yuli din bee Kwame, ka sobiŋ din yuli din bee Appiah — o bee n yaba biɛla, o nyɛ biɛla tɔŋ. O di tuma siŋ construction site din bɛ saɣim zaŋ, ka bɛ kɔɣim yela gbɔŋ zaŋ ka kpɛ o ŋun zuɣu, ka o gbini. O ti soli daa, ama o nyɛ yɛligu n daa — o pam ti bɛ ziŋ ziŋ, ka o kpɛra yɛligu o daa n daa, nba miri daa. Ŋun ni n bɛ tutuɣu daa. Ti nyɛ ŋun nyin daa kɔɣim zuɣu. Yi sɔŋ ti, ka ŋun bɛ yi ma ni. Kɔɣim din kpɛŋ o zuɣu din nyɛ baabu biɛla daa — o bori la sɔŋ ka yɛligu daa."
100,"N daa, a yɛligu paɣa daa naɣ ka n bori sɔŋ toɣo toɣo. M yuli nyɛ Nii Laryea, ka m frɛ ni yɛla di pagiri din nyɛla Adjei yɔɣili. O bɛ nyɛŋ ŋɔɔn din bee Takoradi ni Cape Coast, kola Anomabo saɣim. O bɛ tuma construction kɔligu din, ka toɣo kpihibu din gbuni o tiŋ zuɣu — ka yɛligu paɣa daa, o tiŋ siɣi naa ka ziim bee o paɣa daa. Ti kpahi doo o zuɣu ni ti manɣ ni ti pam o ziim ɣeya, ama o yɛligu paɣa daa ka ti bɔri o yɛla naa. N daa, tilgi sɔŋ pam nyɛŋ din saɣim Anomabo toɣo toɣo."
101,"N daa, n bɔri kɔ accident din kɔɔ din yɛla. N yuli di bɔ Nii Armah, ka m bɛ yɛ ni n dobiisi Abena yɛla. O kɔɔ accident nyɛŋ Accra ka Cape Coast dabari nyɛŋ, Winneba saɣim. Kaɣa yini daa dɔɣi trotro waa o bɛ o ti pɔ, ka o ŋun daa nyaŋ o nyɛ kpɛm din bɛ o tooi, ka o kpɛŋ. O gba nyɛ yɛligu o ŋun saɣim dobiŋ. O bɛ soli ka o bɛ yɛ ka yɛba, ama ti bɛ bɔŋsim bɔ ka o bɛ yɛ ka o kpɛm nyaŋ bɛ yɛligu la ka ka yɛligu. Ti bɛ o saɣim, ka o bori dɔɣite yini fɔliɣi o yɛliŋ."
102,"N daa, kɔligu din, bɔɣu din maa be Bawku nyɛŋ so, Zebilla kɔŋ. Biɛla bia yɛla, Araba, tipper truck dii o wɔbu o bee nyɛŋ bɔri. O gbini, o ŋun kɛ saa kɔri tɛ, amo o nyɛ ti soli alaa — o bee yɛli din, o be yɛligu. Amɔ o bee ti gburi din o yuli bɔri ka yɛligu o din. N yuli Patience, m bɛ o naabo din n nyɛ din maa ŋma. N daa, d bori la o nyɛŋ ka o naabo ka nin yi la kpe nyɛ o hal, bala o yɛla biɛla bia, d ti bori goli baɣ baa di bɛ sɔŋ."
103,"N daa, accident bi la Ho-Accra nyɛŋ zuɣu, Adidome ŋɔŋ. M danba, Nii Kwei, o gbini — m gbɣa o bɛ kaɣa zuɣu abi ŋɔŋ, ka o kpɛŋ wuhigu. O gbɣ'a o ŋun ni o guu ŋɔŋ zibu, ka m ta o bɛ yɛla, o soli la, ama o nyɛ maa bɛ yɛla nyɛri — o nyɛ yuɣili la, ka o nyu'a o guu, o yɛtɔ o yɛligu paɣa. O bi la biɛla, o pihigu bɛ yɔbu awɛi abi ŋɔŋ. Mɛ yuli la Agyeman, m bɛ o daŋ saha yi. N daa, yi frɛ ŋun kuri yi bɔ ni, bala m tili o yoli paɣa — m bori la o nyini yɛla."
104,"N daa, n bɛ yɛ ni m yɛl' accident din kɛŋ ka ŋun nya Yendi Senior High School. N yuli di Issah, ka ti dalba yini, Dela, pragyia daa kpɛ o ka o bɛ school entrance nyɛŋ din n daa n ti sɔŋ o waa sheli di zaŋ o nyɛ ka o na guri. O bia wula, ka o tiŋ yɛligu, amaa o nyɛ o maa yɛla ka ziim bee o paɣili daa. Ti daa o chɛ o ti zaŋ o chɔŋ ka nindoli yini bɛ ni o be ŋun nya."
105,"""N daa, m yuliya nye Appiah, m frɛ dee Winneba Senior High School. Ti pɔɣibiɛla baŋ yini, Naa Dedei, o gbini teeŋa zɔri bɔŋ ni, kul' be dormitory block dali, ka o kpɛŋ, ka o ŋun gbini teeŋa zuli bɔŋ ni. O nyɛ viɣimsim, ka o gbilim, ama o yuŋ o kɔrigu ka o yetɛ o yɛligu daa tooi tooi. Ka yɛligu ka daa gbɛŋ laamba, ama ti bori n tɔŋ ka ti nyɛ sɔŋ."""
106,"N daa, m bɛ yɛligu ŋun yɛla bi gbɛra paɣa daa maa, bi zaa n'a kɔlibu tuma yɛla. M yuli bɛ Yakubu, maa nyɛ teacher bi doo. Ti suɣulo cook, Elinam — o nyɛ kpɛma paɣa — o bɛ nyɛŋ di ka o bɛ dining hall do, ka school bus gbinsi saa naa, ka kaɣa la naŋ o. O ŋun kpɛŋ bunbuɣu ka saɣim paɣa, ka o nyɛtiŋ bii nyɛ ka a nyɛli gbaani. O bee dirim, ama n bɛ yɛligu ka ti bi wuhi o yuli zaɣi ka o ti ŋmaa ti nii siɣi, ka ziim bee o ŋun. N daa, yi maa sɔŋ — yi bɔri zaa. O nyɛ kpɛma, ka yɛla ni nyɛ paɣa saɣim."
107,"N daa, m frɛ ka bia pɔ yɛlna paɣa wɔɣu — okada klɛ o wɔɣu ni UPSA campus nyɛŋ kpɛŋ doo, ka o gbini Accra. M yuli di Amoah, n kuli lɛktara ka n diri ka so. Yaa o kuli first year student ka o di m bɛ ka so. O yɛlibu n-nyɛ ka o di bɔ nyɛŋ ka lectures viɣi lana, ka okada tibu klɛŋ o — o gbini ka o ŋun nyɛ bunduɣu. Amaa o soli daa, o pɛlim o yɛla. O kpɛŋ soli o ban biɛ doo, ka ziim biɛ bee o ŋun kpɛŋ, amaa o yɛla nyɛ o zoli o ni kpɛma vɔɣu."
108,"Allo, N daa — n bɛ yɛ n yɛl'a bɛ daa yɛla din kɔhi ka Cape Coast University — din bi yɛla, Sulemana, ka o bɛ ti kpɛŋ kom din pam swimming pool pɔ, ka o mɔɣinsi ka o ti zaa bi boli zaŋ o. Ka o daa kpɛŋ di pam, ka bimba din bi zaŋ o din gbɛɣisi n nyɛ Kweku — Kweku n'o zaŋ o n zɔŋ o vɔɣiŋ shɛli zaŋ, ka o n frɛ ma ka n bi yɛl'a shɛli yɛla din kɔhi. Sulemana o nyɛ o maa yɛla Dana — o ti soli a, o wuhiri bugim. Ka o yɛlɔ ka o nuu bɛ yɛligu daa — bimba din zaa o pɔɣim din bɛ o zaŋ o la, n mɔɣ shɛri ka din kɔhi ka yɛligu o nuu so. Ka ka yɛligu saɣim yɛligu saɣim biɛla — ama n nyɛ ni dɔɣite shɛɣim o yɛla a palli bɔri."
109,"""Allo, m yɔri Amankwah, m nyɛ student Koforidua Technical University. Ka kande, ti practical session wɔribu ti workshop pɔ, m tɔ student baŋŋa, Emefa, o nyɛ la grinding machine tuma, ka metal bi baŋŋa yuli dii o ŋun doɣim. O nyɛ o wuni ka o gbiri yɛli, ka yɛligu bee o — ka o nyɛ o ti soli kooh — ka o ŋun doɣim wuli bee o, ka o nyɛ o yɛli wula bee o. Ka o bɛ nyɛ unconscious kooh, ama ti gbori la doo, bala ka o doɣim wuli ka ŋun yin bee o, ka o nyɛ o yɛli ka o ŋun zoori o."""
110,"N daa, m bɛ yɛ ni. M fɔŋ ka m bɛ yɛlim o Nii Armah yɛla — o nyɛ kɔligu tɔŋ yɛndi palli T.I. Amass Kumasi. Ti daa bɛ science lab puu ti bɛ ti practical tuma, ka Bunsen burner yini daa bugisi ka o yɛm o nuu. Ka nuu palli din kɔhigu kura bee o — o nuu ŋuna daa kɔhigu, ŋmahimba palli, ka yuli bee o daa, ka o yɛlimda ka ka yɛligu o. N yuŋ Selorm, maa bɛ o lab puu tim. N bori n nyɛ yɛla, ti bori n maa di tuma aaniŋ ni, ka ti ta o nyɛla yili maa, ti bori n nyɛ o sobiri dali."
111,"N daa, m bɛ yɛ ni. M frɛ la a Kumasi Academy. M yɛligu din Wiredu. Bɛ zaɣiri bɛ simlim paɣa, tɔlim bi ayi din bɛ bi nuu sabsab — o yɛligu din bɛ bisikili ti, ka bɛ paɣ bɛ boro nuu, ka Afia gbini ka o nuu yuli pubu daa tiŋ. O nyɛ o mɔɣa — o ti soli soli, o bɛ gbɛŋ daa yɛla. Ama o nuu wuhibi la, ka o ka' yɛligu o ma gum bɛ o nuu boro. Ti ku bori wula o nuu kpɛ la, ama ti bori la dɔɣite din o paɣ ka o na' o nyɛ Afia."
112,"N daa, m yɛlibu yɛla Issah. M bɛ frɛ ka diri Adisadel College, Cape Coast. Alhassan bee n din biri ka kpaabu ka kaɣa biɛla o kuu wɔɣiri Cape Coast buɣim — kaɣa gbɛhi o zoli school gate kɔŋ. O gbini, amma o maa bɛri, nyɛ o gba kpe so so la. O tiŋ yɛligu daa biɛhi, n'o nyɔɣibu bee o tiŋ zoli. O zaa chɛ zuɣu n'o bɛ tuma o tiŋ, so ti ti laɣim ka o tiŋ gbɛhi ni. Amma o kpɛra so o maa zeŋ zinli zinli. Ti bori la ka dɔɣite nini o soli ka di pam ti nyɛ."
113,"N daa, n bɛ yɛ ni n yɛl' yɛla paɣa doo soli ka o timbu yɛ ka a nyɛ dee Tamale Senior High School. Maa yɛligu tuma, n din yɛ Nii Kwei, n yɛ di kpɛma doo din tuma vɛla di suhiŋ. Kpɛma be din mali doo din tuma kabu yili din — Yaa — o naa bee dining hall dindɔɣu ka kaɣa doo din kɔŋ di bɛ din ba o bali yaŋ ni, ka o kɔŋ o daa, ka o gbini ka o tiŋ ŋmari yɛli paɣa. O tiŋ nan nyɛ o ka timbu daa, ka o tiŋ viɣi, ka ziim bee o paɣa. O nyɛ o yɛla doo, ka o bɛri mi, ka o buli buri, ka o tiŋ be ka o tiŋ min naa. N daa, yi maa sɔŋ, yi wa yɛŋ yɛŋ ka o yɛ nindaan, ka o tiŋ yɛligu paɣa."
114,"""N yuli di Naa, n frɛ bee Tamale Technical University pɔ. N di doo Abenaa — o bɛ student la ŋan — o bɛ kana kaɣa yili din bɛ engineering block doo pɔ, o daa na kana di, o daa kpɛŋ, o gbini o ŋun diin. Ziim biɛla kpɛŋ bee chɛ, n'a dinzuɣu o ka yɛligu, ŋun o gbaŋŋu ka yɛligu din, ama o nyɛla o yɛri n'a li bɛ yɛla. Ti bori yɛla — ti niŋda ti yaɣiri o nyɛla yili soli, bo dɔɣite niŋi ti o ti o soli nni? A sɔŋ maa yɛl ma, o niŋ di pam?"""
115,"""N daa, n frɛ di kɔŋ yɛla din kpɛŋ ka din bee Navrongo Senior High School ŋɔ. M yuli nyɛ Abenaa, n nyɛ tiŋdaan. Ti sukuu maintenance pickup dee o nyɛŋa din bee compound ɔ lɔɣim din kpɛm workshop ɔ, ka o di Fuseini — o nyɛ ti PE tiŋdaan yini — o dee o ni ka o bee nyɛŋa o ka o ŋma o. O bɛ kani, o ti soli daa — ka o tiŋ yɛligu o, ka bruise bee din daa. O chɔɣim di daa, ka ti bori ŋun yini o ti o din bee nin n zuliya o, barka o yɛri ka yɛligu ɔ ti zoo."""
116,"""M yɛligu la Kwabena, maa diri sukuu Opoku Ware School Kumasi pam. Goluk la ni, d'o ti tuma home economics practical, bia yini m class pam — o yɛligu la Baffour — o kpiŋsi kaɣa yɛligu yam daa biɛndi la do pam, n o kpiŋ kpam, dooni bia nyɛ o bisi yim daa o pam zuɣu kpiɣli o zuɣu. O pam bee o daa — ka yɛligu biɛndi la. Ka yɛligu ka daa kpɛŋi saɣim la, saa o paali nyɛri la bim la biɛŋ, ka bisi nyɛri la n'o tibigi, ama o bee yɛrili zaɣa, ka ti mɔɣli saɣim. Karim la tuma maa maaŋ ni n ka frɛ n dini n yɛligu ka yi nyɛ o."""
117,"""Allo, N yɛligu Alhassan. N bɛ frɛ ama biɛla yini din ti n yɛligu Nii — kaɣa gbini o kɔŋ Achimota Senior High School dii kɔŋ Accra. O bɛ gari nyɛŋ kɔŋ so daana school ti tɔŋ wuhigu, ka kaɣa gbɛ o maŋ maŋ. O ŋun gbini sabi ka o lan ti kuli yɛla — o bɛ ziŋi bɔɣu. O ŋun kpɛŋ laa yɛli naawuni, o naŋ daa ka yɛla zaŋ ka zaŋ. Ti nyi ka n yi frɛ o la ka ti suɣiri, bala o naŋ yɛli daa ka o zaŋ ziim kɔŋ do. Dimi suɣulo, o bori sɔŋ ni wuhigu wuhigu — frɛ ambulance, o bori dɔɣite yini maa. Yɛli daa!"""
118,"""Allo, m yɛlibu di Naa Shormeh. N bɛ yɛ ni ka n frɛ ka m yɛligu n doo Naa Akorkor wɛla o kɛŋ accident ka diri Bolgatanga Senior High School. O bɛ yi bɛya wɛla yili so ŋun ka o kpɛŋ ŋun soɣim ka o gbini, ka o kpɛŋ daa ka ka yɛligu ka o o tiŋ di ka wɛla gaha din bɛ o boli. O maa ti soli, o nyɛ o yɛla n maŋ, ŋma o yɛligu o bɛ yɛ ni ka digindi din bɛ o soli ŋun maŋ ka yɛligu daa, ka o nyɛ o maa zɔligu bee ka o bɛ daa di. Ti sɔŋ o ka o chɛ gbɛŋ kaa yili bɛya ŋun daba ŋun, ŋma ti bɛ yi daa o din o bɛ nyɛla, bala ka a di maa o din ti di o o bali-bali, o maa toroŋ daa."""
119,"N daa, m frɛ maa bɛ kuri be, ka yɛligu nyɛ Mfantsipim School ŋɔ, Cape Coast — m yɛligu din yɛra Mensah, m nyɛ house prefect din be yila ŋɔ. Kpɛŋ nima bihi ka din gbaai din kpɛm ka yɛligu nyɛla ka pam lana — baŋ bihi chɛli a din zuɣim ka yɛligu be ba niŋ ka la kpɛm yɛligu shɛli be nindoonima tooi ka nyɛ ba niri din gbaai Nii Kwei yɛligu din sana ka o pam ni o tiŋ doli ŋɔ yɛligu yiɣa. O ni yuli be yuli, ama o ni kpɛŋ o ba ni, ka a din gbimdi o niŋi ka o nyɛ yɛligu daa. Ti ku baŋ ŋun din nyɛ a o pam lana din pali a shɛlibu, ama o nyɛ la o yɛla ku yɛligu daa kaa."
120,"N daa, m bɛ yɛ n bori la sɔŋ. M frɛ frɛ ka bɛ Kumasi, KNUST campus. M yuli di Owusu, ka maa n bɛ hall football team puu. Ti bɛ daa football training zaŋ gbɛŋ, ka Kwabena o kpɛŋ wuli ka o lɛbiti o yiŋbɔŋ tiŋ yuu ka tiŋ yɔrigu kana daa. Tiŋ nyaɣu bee o daa — o tiŋ nyaɣu gbɛŋ! Ka o palli ka o tiŋ ti tiŋ bɔri la yɛligu. O ti so ka o chɛ football ground sɔɣili, ti zaa ti o kpɛm ka ti soli o grassland yuu. O tiŋ ti kpɛm ba yɛli, ŋun so, amaa nyaɣu ŋma bee ka a daa ŋmaba ka o yɛli ka yɛligu nyaɣu tuma o daa. Yi naa so ka yi ŋun dɔɣite yini yi wa laa o, ka o yi maa nyi ka naa be o yɛla?"
121,"""N daa, bɛ nyɛ ka yɛlla nyɛ ka ŋun la ŋun ka m bori n yɛl yɛlla. M yuli di Dzifa, n bɛ yɛ kaya ŋun dali nyɛ Wesley Girls lana. Ti biɛla ayi nyɛ la ka bɛ gari ka gbaŋ ka bɛ n'gbaŋ ka sa gbana. A gbaŋ nyɛ gbini ka pam kaa — biɛla nyɛ bɛ ti bia a Mfantsipim la, o nyɛ ka bɛ yɛli baa tia, ka kuma sa nyɛŋ la nili. Biɛla nyɛ mali kaa o daa gbɛni Efua ŋun tili ka water bottle, ka o gbini nyɛŋ da. O ti soli kaa — o nyi la ka o ti nɛɛ soli, ka Efua n'yɛli o ŋun ka yɛligu daa kana kana, ka o ŋɛ o ŋun kabiɣli. Ti daa tun biɛla nkpe la soli, ka Efua n'bɛ la sɔŋ — o bori dɔɣite o nya o."""
122,"""N daa, ka yɛli kɔhiŋ paɣa yɛligu bee ni ka Prempeh College kɔŋ, Kumasi ŋɔ. Mali n yɛligu chɛla, n nyɛ Asante, school bia. N pio Kojo bɔri mali nyɛŋ dii bu ka kpɛŋ yi tuma ka saɣim ka nyu Kumasi, ka o kpɛŋ tooi ka o gbini tiŋ ŋɔ yɛligu taɣim. O tiŋ gbɛli gbɛli, ka ka kuli o tiŋ ni ŋɔ o di yɛligu — ziim bee o baŋ. O nyɛ bɔri yi ŋɔ ka o ti soli chɛŋma, ka o ti saa tiŋ ŋɔ daa kuli. Ka ti miɛla ma, ka bɛri tɔŋ yi ŋɔ ka ti miɛla kpe o. N daa, bia daa naɣi ya kɔŋ ni tilima!"""
123,"N daa, n bɛ yɛ ni n kɔli yɛla bi gbini University of Ghana, Legon saha, din kɔligu yili dooi. N yulhi n nyɛ Nii Armah, n nyɛ student bi ŋun yɛligu din kpɛm kpɛm. Senior students dooi bɛ nyɛ initiation biɛla — Ibrahim — ka o nyɛŋ gbɛra taɣi tiba. Bɛ nyuɣu o pam ni o digindi taɣi tiba lahibi, ka bi kɔŋ o ti diri yɛligu shɛli. Ka kɔŋ, o nyɛ o maa tobri tobri, o nan ka tari yɛliɣu, ka o yɛla o yɛligu bɛ o din gbim biɛm niŋ. N kɔŋ kpɛŋ n zani ma, ama biɛla daa bori dɔɣite nyɛ o. Yɛla dooi nyɛ ni ka yɛligu nyu o pam lana."
124,"""N daa, m roommate Serwa gbini ka tiɣa ŋun ka ni yɛligu o din Ashesi University ni m kɔri. O kpɛŋ ka o ŋun nyaŋdi kpɛra desk saŋ daa — so o daa ti yɛla ka o nyɛ daa yɛla shɛli ka saŋ shɛli, o kponni shɛli ka o ti sɔŋ. O guri ni daa ka kpihim zaŋ o, ka n nyɛ o yikpamli ka o mali mali. O bɛ di ka bɛ di ka bɛ da nya zaŋ ka bɛ di ka bɛ da nya zaŋ — zaŋ ayi din di la, o ti di ka bɛ nyɛ o da zaŋ ka bɛ guli ka yɛligu. Ŋun ŋmalinli o daa bee shɛli, ziim bee o li bɛ yɛla sana. N yuli Nhyira, m bɛ n yeli bi roommate la — N daa, dɔɣite kpe ni frɛ ka o wa o nyɛ o la ka o ti sɔŋ o?"""
125,"N daa, m bɛ yɛ ni — m frɛ bee GSTS, Takoradi. M yuli di Fuseini. Kɔli din ka bɛ daa, catering practical din ka bɛ sɔŋ la, Selorm sɔŋ kaɣa biɛla din ka ziim mɔri bee o — o gbini ka o nuu tiŋ ban kɛ o gbɛŋ. Ziim mɔri biɛgu bee o nuu ni daabiɛgu, ka o nuu ŋɔri daa ka ka yɛligu biɛŋ. O bɛ goli ka o bɛ yɛli, ka o nyɛ o maa la — o ti kpɛŋ. Ŋun tuma o bee o ni ka o n'yɛli ma o yɛla ni. Ka m di kasim maa bo, ka o tuma maa din bɛ kara o — o yɛldi o frɛ ma. N daa, ti bori la a n tɔŋ ti — ti n bɔri din ti kɛ o yɛla ni ɓe saha din ka ti ŋa wari o kɔ clinic?"
