id,narrative_ga
89,"Ofainɛ, something happen for Tamale-Bolgatanga road, around Walewale area. Dɛbi bi, Agyeman, nitsɛ ŋmɛi kɛ nkɔŋ — obiaa lɛ sane bubu ŋ wɔ. Mii, Amankwah, mibɔ kpee lɛ, minyɛ ehii ŋ naanɔ mi da eha. Oni le kɛ okasa kakra kakra, kɛ nkɔŋ fɛɛ lɛ shi shi fee, kɛ ehii ni hii ŋ wɔ yɛ. Chale, yɛhiɛ obiaa bi obi wa — boabi oshishi mia ta ŋ lɛ kɛ speed."
90,"Ofainɛ, bɔɔ kɛ ni nyɔŋ wɔ oshɔ ko ye oblɛ bi ni ohe. Miŋ dzɛŋ nyɛ Afia, mifiɛ dɛbi ko ŋ dzɛŋ nyɛ Adjei — ɔhɛ akɔ wɔ, machine bi kɛ ɔgbɔ, egbi sɛ sɛ, shwe etsotso pii pii. Mɛhɛ Axim road, Half Assini kɛ. Oblɛ bi ehii ɔgbɔ noŋŋ sɛŋ, mɛshɛ hu — ofainɛ, frɛ ambulance mli mli, kakra o, because ɔgbɔ bi eba sɛ sɛ, ehii sɛŋ."
91,"Hɛloo, ofainɛ boa mi — dɛbi bi, Agyeman, ɔyɛ work construction site Tumu hɛ, nɛ something heavy bumo no ni kɛ ehii ni gbɔɔ kɛ shi. Oblɛ bi ye, ɔha mɔ afe ahe ye mli — mɔ mɔ nineteen years — ɛni ehii no kɛɛ, kɛ ɔni le, ɔkɛ yɛ aŋmɛɔ. Mii nyɛ Patience, ni ni — coworkers no frɛ mi ni etsɔɔ. Ɔkɛ bɔɔ ni ni gbɔɔ ehii no kɛɛ kɛɛ shi ɔhɔmɔ mli, kɛ shwe etsotso o — cuts ye o, kɛ shwe nii o. Kɛ chale, mitsɛ ni sth broken le ɔ mli o, mitsɛ o. Ofainɛ frɛ ambulance maa shi hɛ, abi bɔ mɔ yɛ shiaŋ — mitsɛ yɛ ɔ mɔŋ o. Boa mi, ofainɛ!"
92,"Ofainɛ, mɛ bii shikpon kɛ wiemɔ bi eko nɔ mi nyɛ Kwame. Kwame, oha ashi kɛ afe dukonɔ nɔ — afe nineteen — eye oshi wiemo kɛ construction site bi, Accra-Cape Coast road fɛɛ, Winneba kɛ. Oshie le eŋɛ, somethin bumo kɛ ŋ gbɔ. Ni hii ŋ, ni ebi, — gbɔ hii ŋ — kɛ obi yɛ move ŋ small small, so yɛ mli he suɔ ke ni serious ni kɛ. Mii yɛ Ofori. Mɛ hɔɔ ni mli shwane — ebi ni Kwame man kɔ clinic, anaabi yɛ tumi manage ŋ kɛ fie?"
93,"Ofainɛ, mifɛ report biaa shi oshie Tumu ha. Neighbor mi Nii ebumo shi compound — eslip ebumo ŋmɛi shi ground. Oni le, oshitsɔ kɛ otsɛ, kɛ cut keteke bi le ŋ ni gboo-ŋmɛi area kɛ ehii ni le ha. Mii Ibrahim, mibɛ straight next door, kɛ mibaa check ŋ shikpon mi wuliɔ noise oo. Yɛmiŋ le sɛ eni serious koraa, kɛ yɛfɛ oshie sɛ onuɔ bi advise yɛ sɛ yɛnyɛ adeɛ ŋ naaa."
94,"Hɛloo, mi din bo Sulemana. Mifra frɛ shɛ mi neighbor, gbɔmɔ bi wɔ din bo Baffour. Accident ya ne ŋ kaa bi, ehɛ Asokwa kɛ shi yɛ ni hɛɛ. Wɔ ŋmaane ne ŋ fie, ŋ gbɔ dɔŋ ŋ gbɔɔ kɛ ŋ faa. Enimɔ serious paaa o — shwe etsotso o, eŋ naakɛ baabi le — kɛ ŋ shi kɛ ŋ rib baabi ehii ne ŋ. Gbɔmɔ ni ŋ, chale, yɛ pɛ shɛ yɛ nyɛ sure shɛ ŋ le fine."
95,"Hɛloo, mii nyɛ Akua. Mifrɛ because something bad happen dɛbi baaba fɛ ha. Oyi wɔ Afia, ehe mli years fifteen aba sixteen — fire burn no gɔ ŋ, ni happen ŋmɛi mli kɛ neck area. Yɛ fɛ Bolgatanga-Bawku road, close Navrongo side. Burn no ye kɛɛ ooo — skin no ye bɔbɔi fɛ he, ehii ŋ, naa otsu tsu, kɛ ehii mi ooo — kɛ ŋ oni le, oshɛ kɛ yɛ. Ojekoo, yɛ hia someone ni bi kɛ boa ŋ wɔwɔ. Frɛ ambulance bi bɔɔ ha, ofainɛ!"
96,"Hɛloo, ojekoo — afternoon. Chale, mihe shi bɛ mifɛ report ni yɛ wɔ Tamale-Yendi road wei, close to Savelugu side. Miŋ Ibrahim, ni mehe kɔ shɔŋ ni mihuu oblɛ bi — Agyeman — obumo kɔɔ bicycle ŋ wɔ kpee wei. Ogboo ehii ni, noko enye serious o — oni le, otse wɔ roadside, ni otumi shi gboo ŋ kakra kakra. Onipa bi wɔ ne ŋ saa, noko mihe shi bɛ mifɛ make una nyɛ, yei, just in case ɔdɔkɔtaa bi ni check ni."
97,"Ofainɛ, mɛ yɛ kɛ report bɔɔ shi pɛɛ kɛ Nalerigu. Chale, Vida — mi ŋmaafoi — ɔhɛɛ lɛ kpee fɛɛ market kɔŋ, na ɔbumo — pavement lɛ broken shi, na obumo kɛɛ ankle ehii ŋ paaa. Ankle lɛ, ɔhɛɛ swell etsotso nɔŋ, na ɔtii gboo tɔŋ o — ankle lɛ emii ŋ weight o. Nɔkɔɔ, ɔni le, ɔyɛ kasa kɛɛ fine. Mɛ yɛ Elinam, mi hiɛ kɛ ɔlɛ nɔŋ. Chale, yɛ shɛɛ nyɛ — ɔdɛɛ yɛ clinic anaa yɛ tumi manage ŋ shi ha?"
98,"Ofainɛ, something very serious abɔ shi ha, mi hia bo urgently. Mi din bi Memunatu, mi frɛ mi frɛ ni ehihi Nii Kwei — obumo shi nshɔŋ kɛ Kete Krachi kpee ha, area kɛ Dambai kaa. Otsɔɔ shi nshɔŋ fɛɛ, ke ngmɛɛ yɛ yɛ jɛ opuomo, enimɔ gbɛ kpɛkɛɛ — onyemi le o wɔ. Ni ŋmɛi kɛ ŋmɛi gboo nɔŋ — something bi wrong wɔ. Dɛbi bi oblɛ fɛɛ, very small, ni condition yɛ bad koraa right now — yɛ suro. Ofainɛ, frɛ ambulance — frɛ nɔŋ tiŋ tiŋ — chale yɛ nyɛ shi bo no o wɔ."
99,"Ofainɛ, mɛ bɛ report bii shishio le Oforikrom. Me din nɔ Kwame, nɛ dɛbi din nɔ Appiah — onyɛ mi neighbor oba, oblɛ pɛɛ. Ɔ ŋmɛ construction site bi kɛ ŋmɛi ahi shi, nɛ ebumo. Enimɔ gbɛ o, kɛ oni le, kɛ onyemi le kɛkɛ — ŋmɛi kɛ shi ŋmɛi gbɔŋ ehi ŋ aah, chale ni worry ŋ kɛkɛ. Ehii ŋ neck ehii kɛkɛ, chale yɛ tsɔ ŋ serious. Yɛ hɛ someone ni bi kɛ boa mi — injury yi eha lɛ o, chale. Frɛ ambulance!"
100,"Ofainɛ, bɔɔ serious shi le hiɔŋ mli, mi hia bo mli ha. Miŋ dzɛ Nii Laryea, mi frɛ atsɛ nɔŋ Adjei dzɛŋ. Otsɔ wɔ kpee dzɛ Takoradi-Cape Coast highway bii, kɛ Anomabo fɛɛ. Ɔtsɔ construction work wɔ shia, naa heavy equipment kpee dɔɔ obumo ŋ gboo yɛ — chale, ni baa, gboo no teetee gbɛɛ, kɛ shwe etsotso plɛŋŋ. Yɛ kuta bɔɔ shi yɛ ŋ gboo so, yɛ hwɛ shwe etsotso no ni kpɛi, naa ehii mi dɛŋ, yɛ shɛbii nɔŋ ye atsɛ nɔŋ. Ofainɛ, frɛ ambulance, mli ha ha — kɛ kpee no kɛ Anomabo fɛɛ. Mli ha ha yɛ baa!"
101,"Ofainɛ, accident bi tɔɔ, mito gbɛ mi. Miŋ ye Nii Armah, mi frɛ bɔ Abena — chale, accident bi kɛ ŋ le Accra-Cape Coast road dɔŋ, Winneba kɛ shi. Kaa bi bumo trotro bi Abena naŋ le oshi, ehi Abena ŋmɛi bumo kɛ seat bi Eba ye ŋ atwam — ni hii ŋ gbɔɔ agya ŋmɛi gbɔ. Oni le, ŋ kɛ yɛ shikpong, kɛ ŋ gba mli le, kɛ ŋ shi le — kɛ eha ŋ, bɔ ŋ she shee ni ŋmɛi ŋ gbɔŋ ye haa. Yɛ ni le ŋ kɛ ŋ ni, kɛ yɛ bi doctor obi bo ŋ check ŋ ka ka."
102,"Ofainɛ, something happen this afternoon for Bawku road, near Zebilla. Oblɛ bi, Araba, tipper truck bi knock no bi wɔ okɛ kpee shishi tsɛ. Obumo, ŋmɛi otsoo fɛɛ ground, oba oni le oshi kɛ oye kasa, aba cuts kakra bi wɔ no shi, aba ehii no wɔ ni neck shishi. Minya Patience — mi nyɛ neighbour bi nɔ hii shitso happen. Ofainɛ, yɛfɛ ŋ bi aba ewo nɔ ebaahi check no, kakra bi Araba nyɛ oblɛ kakra, yɛmii fɛ yɛkɛ chances."
103,"Ofainɛ, something happen wo Ho-Accra road no, close to Adidome side. Me nua, Nii Kwei — obumo, mi suɔ enyo kaa paɛ ŋ baŋ, shi eda balance mli eko lɛ obumo kɛ force. Ebumo kɛ ŋmɛi ŋ kɛ neck area, shi mekɛɛ oshi lɛ, oni le, ŋgba enyɛ confused paɛ — oda neck ŋ shi ehii mi, ehii mi paɛ. Oblɛ lɛ ko, maybe seventeen years so. Mɛ yɛɛ Agyeman, mɛ kɛ oshi sane. Ofainɛ, frɛ somebody eba, because meba nɔŋ move no too much."
104,"Ofainɛ, mɛwɔ accident report ɛ ni baa wɔ Yendi Senior High School. Nyɛ mli dzɛ Issah, na student bɛ yɛn, Dela, pragyia twe shi wɔ school entrance — ni obumo wɔ ha fɛɛ otsɛ obaa hɔ lɛ oshie. Oblɛ nyɛ, na gboo ehii mi, bo oni le, shwe etsotso kɛ bo ŋɔ bii. Yɛ ji oba tswe wɔ ha, na onipa bɛ ni ni bo wiemɔ lɛ tsɔŋ."
105,"Ofainɛ, mi din bi Appiah, mifre aba Winneba Senior High School. Yɛ minu baa ŋ, Naa Dedei, oshwe kɛ staircase ni wo dormitory block faako, ebumo, obuɔ ŋmɛi ko step edge zuɔ. Oni le kɛ okan bi — enyɛ gbɛ o — kɛ okyɛ ŋ gbɔŋ neck ni ehii ŋ kakra. Enimɔ nyɛ kɛkɛ fofoi o, kɛ yɛhii sɛ yɛni nyɛ sure."
106,"Ofainɛ, metsɔ phone bi frɛ ŋ shikpon yɛ kɛ shi bi oshɛɛ dɔ kɛ lɛ oshɛɛ — ni happen wɔ Ho Senior High School. Nyɛ Yakubu, mɛhɛ teacher wɔ school bi ni. Wɔ school cook, Elinam — gbɔmɔ bi — ɔhɛɛ tɔ compound bi shi, dining hall kɛ bo, school bus bi reversɛ fɛɛ kɛ ɔbumo. Ɔŋmɛi bumo fɛɛ wɔ ground bi jɛ kɛ too nyɛŋ, kɛ ɔnɛkɛ gbɔɔ shi ehii kɛ lɛ ni. Ɔhɔmɔ le, kɛ lɛ shɛ wɔ frɛ onyɛ name bi, ɔni nimɔ gbɛ pɛpɛ — ɔni respond o. Shwe etsotso ɔŋmɛi shi. Ofainɛ, yɛ hiɛ help omli kɛ lɛ — gbɔmɔ bi lɛ kɛ situation bi shikpon yɛ."
107,"Ofainɛ, mibɔ frɛ eba dɛbi nyɛ — female student — oshi okada klii bɔ eha UPSA campus main gate kɛ. Miŋ dzɛ Amoah, mibɔ lecturer ha, eye Yaa yɛ wɔ first-year student. Oshi bie kɛɛ enɔ kpee shi lɛ wɔ lectures yɛɛ fii, shikpon okada rider klii bɔ shi gbɔɔ — ebumo eye ŋmɛi bɔ fɛɛ tɛtɛ ground shi. Chale, oni le eye oshi kasa, enimɔ gbɛ o — oshi kasa no. Kɛ ŋmɛi blaa gbɛŋ bɔ gbɔŋ kakra, eye shwe etsotso kakra ŋmɛi shi, kɛ enyaa hii kɛkɛ o — enaa too bad o."
108,"""Ofainɛ, mɛ shia report bii ni dɔ fɛɛ ha Cape Coast University — ni yɛ mɔ ni wɔ mi, Sulemana, ɛkɛ drown ni swimming pool lɛ wɔ shishi afternoon. Ebumo pool lɛ shi kɛ n'adɛŋ wɔ bii, ni ehii ŋ mli, ebumo down wɔ mlɔmɔ mli nɛ wɔ yaŋ ji o. Kweku ŋ ni yaŋ ji obumo edge lɛ shi, ɛ nyɛ ŋ ni frɛ mi ni mɛ ji report lɛ. Sulemana oni le nɛ — eni gbɛ o — ni oshi mi shia ni n'gbɔ ehii ŋ, probably fɛɛ ni wɔ ji ŋ gbɔ kɛ force wɔ n'yaŋ ji time lɛ. Enyɛ serious bebele o, kɛ mi lɛ mi suɔ ni doctor bii n'aba lɛ ŋ check Sulemana."""
109,"Hɛloo, name mi yɛ Amankwah, student ni mɛ Koforidua Technical University. So tɛ practical session yɛ workshop ni wɔ yɛ hii ojoŋ, classmate ni mɛ, Emefa, ɔ yɛ operate grinding machine, na somehow metal piece kɛ fly off kɛ fɛɛ ni ŋmɛi side ni ɔ. Oni le, ɔ kasa dɛ, shikaŋ swelling bi wɔ hɛ na ɔ bii ni neck ni ɔ stiff na ehii ni ɔ. Enimɔ gbɛ wɔ o, kɛ shi bi le yenaŋ, shikaŋ swelling no ɛ bi bigger bi bigger dɛ yɛ wɔ worry, na ɔ bii ni dizzy ɔ wɔ fee."
110,"Ofainɛ, mitsɔ phone bi frɛ wɔ Nii Armah shikpon — bɔ ehi naŋ ni etsɔɔ le afternoon wɔ T.I. Amass ha Kumasi. Yɛ lɛ science lab shi yɛ practical naŋ Bunsen burner kɛ eheeo, ekɔ ni otɔ Nii Armah gbɔ. Enyo deep paaa o — gbɔ ni lɛ lower part, forearm shi — kɛ skin bi etsɛɛ red, kɛ ohe kɛ ehii ni. Selorm bi nyɛ mi dzin — mi labmate bi nyɛ mi, yɛ lɛ labmates. Mifee shɔ yɛni ni yɛ dɔ aniŋ tsɔ ni aha ni lɛ clinic eŋ — sɔɔ yɛ ni ba ni naŋ ni?"
111,"Ofainɛ, mitsɛɛ yɛ Kumasi Academy. Nyɛ dzin bi Wiredu. Bɔ bi ko kɛ break time — atsɛɛwa ni ahi ŋ mli bicycles hɛ sports block kɛŋkɛŋ, na akɛ avoid each other eha wɔ na Afia bumo, eji gbɔ wɔ fɛɛ wiemɔ. Enyemi le, oni le naŋ etoo, kɛɛ gbɔ no shi swollen na wani try move no, ehii mi eko. Wɔ sɔŋ ni fracture o, kɛɛ wɔfɛ ni onii bi wa jɛjɛ check no."
112,"Ofainɛ, me din bi Issah, mitsɛɔ fɛɛ Adisadel College shi Cape Coast. Alhassan obeŋ fɛɛ town ni dropping taxi kɔŋ, kaa fofoi ebui taxi no kɛ Adisadel gate koko — obumo, nii eŋ amɛ kɛ ehii ŋ bo, dɛŋ scrapes kakra shi ni gboo kɔŋ. Naa otsɔ bɔɔ bɔɔ ni, ni gboo no oni wiemɔ, eŋ yebu sumo ni fracture bi bi ni, wala serious bi amɛ. Yɛhɛ yɛmɔ ofainɛ doctor bi enɔ ni check mo Alhassan nyɛŋ, because oshake kakra ni yɛ le."
113,"Ofainɛ, mɛ pɛ sɛ mɛ report bɔɔ ni ehii waa waa ni ehiɛ ha Tamale Senior High School. Mɛ nyɛ Nii Kwei, teacher kɛ wɔ ni. Gbɔmɔ kɛ wɔ work kitchen — Yaa — oba kɛ gbɛ dining hall shi, akɔ delivery truck ni canteen shɛɛ otumo yɛ warning nɔkɔ, abɔɔ no. Ogboo ni feemo waa waa — otwimu gbɛ, shwe etsotso, eni hii no kɛ gboo ŋ. Oni le, kɛ oyi owe kɛ osheke, kɛ ogboo ŋ, otumi bɔ o kpako. Ofainɛ, yɛ hia bo yɛ — mɛjɛ yɛ ba ha ha ha, kakra — bɔŋ onya gbɔmɔ, kɛ ogboo ŋ ehii waa. Frɛ ambulance ba ha wɔwɔ!"
114,"Hɛloo, ŋ tɔŋ ŋ nyɛ Naa. Mi frɛ frɛ Tamale Technical University. Chale, ŋ wo Abenaa — student ye fɛ ŋ — enii etsɔɔ ko kaa park wɔ engineering block kɔ, akɔ campus bus bi ebuɔ nɛ wɔ etɛɛ oniŋ. Obumo, ŋmɛi omi kaa wiemɔ wɔ ground. Kɔ fɛ shwe etsetse susu — cut kakra — nɛ onyɛ nɛ ne lɔɔ ehii nɛ. Ashi oni le, eŋmɔŋ ekɔmi. Yɛ bɛ sɛkɛ yɛ ji ɔ hospital akɔ doctor bɛ check ɔ kɛ eko?"
115,"""Ofainɛ, mifra shikpon hɛloo bɔɔ akɛ mɛhɛ ni dɔɔŋ le Navrongo Senior High School ŋ. Nyɛ mi dzɛŋ yɛ Abenaa, miyɛ teacher. School ni maintenance pickup no tse kɔ compound ŋ akɔ workshop fɛɛ, na ekpee Fuseini — oyɛ PE teacher — gbɔɔ mli, esɔ ebe okpa. Enyemi le — enimɔ gbɛ o — kɛ ni gboo yɛ ehii nɔ na bruise dɔɔŋ le aba ŋŋ. Oshie le kɔ ha naanaa, kɛ yɛhɛ akɛ eba wɔ aŋɔ nɔ, ehiɛ atsɛɛ onimɔ ehii mli o."""
116,"""Name mi yɛ Kwabena, mɛ yɛ student wɔ Opoku Ware School wɔ Kumasi. Ekoŋ gbɔɔ fɛɛ tɛɛ, home economics practical yɛn wɔ class — obi ŋmɛni Baffour — accident ni obutu hot pot bi, pot kɛ ba yɛ wɔ stove ashi ni wɔ faa. Ni heat no sii ofe shirt ashi ni efii ni burned shi mi. Enyɛ serious bebree, skin no keke yɛ red kɛ raw kakra, nɛ onyɛ nyɛ oblɛ enyeŋ kɔŋkɔŋ eko. Wɔ yɛ worried. Teacher no yaa mi ofainɛ mɛ ba report am straight away."""
117,"Mii nyɛ Alhassan, mitsɔ frɛ amo oblɛ bi, ebi Nii — kaa bumo ni Achimota Senior High School ho kɛ ni Accra. Otsɔ kpee soo lɛ aŋm kɔ school nɔɔ, kaa bumo ni yawaazi — ŋmɛi ebumo fɛi fɛi. Ohe mi gbɛ nɔɔ, enyemi le na. Neck lɛ nɔɔ ehii yawaazi, yɛmidɛ wɔ ni ŋmɛ ni — yɛbɔ he ni mɔ. Chale, ehɛ lɛ keke — ofainɛ, frɛ ambulance yɛ ji. Oni hia boa ji ji!"
118,"Hɛloo, mi nyɛ Naa Shormeh. Mifre shɛ Naa Akorkor ji accident aba wɔ Bolgatanga Senior High School. Obi nɔ staircase ji obumo — obi fɛɛ upper floor dormitory block ji, oko step kɛ obumo, nɔ eshi kɛ side kɛ back ji gbɛɛ. Oni le, otumi kasa, kɛ ni hii ɔ wɔ ribs ji lɛ — ehii mi anɔ gbi wɔ. Kɛ obi she breathe deep deep nɔ oho lɛ, otumi o. Mɛbɔ oshi kɛ wall ji, kɛ amɛ mii — kɛ oshɛ oho, amɛ touch lɛ ɔ wɔ place lɛ ji, oni winch gbɛɛ. Chale, frɛ ambulance sɔɔ! Boa mi!"
119,"Ofainɛ, mɛ frɛ because something serious happen Mfantsipim School Cape Coast — mi din na Mensah, mɛ be house prefect. Senior boys bi gba fight bad paa dormitory, Nii Kwei eba beaten no kɛ mi, especially shi kɛ ribs area ŋ. Ehe hɔmɔ, shi gbe, kɛ anytime obiara kyɛ touch side ŋ, ewincing paa. Yɛ nyɛ shia whether something break inside, shi gbe, kɛ ena ni good o chale — enyɛ oshiashia o."
120,"Ofainɛ, mitsɛɛ shikpon ni KNUST campus Kumasi — ŋ din bi Owusu, mihe hall football team ni. Wɔyɛ evening training na Kwabena ebumo kɛɛ tackle ni, obumo waa knee eha ni. Knee no kpɛ na gbɛɛ, na enyemi le kɛ obɔ trotro le ŋ ni da mli o. Ohee pitch edge, wɔkɛ obumo grass ni amu. Enimɔ fracture shi o kɛ swelling no etsɔŋ na ehii ni — ni hii ehii mi gbɛɛ, Kwabena shi. Chale, obi bɛ je bi hee ni check no straight?"
121,"Ofainɛ, something happen for our dormitory here for Wesley Girls, na mitse report yi. Me din dɛ Dzifa, mi le same house ɔ. Our girls ebaayi — number two — wɔ fight badly, abi? Ebi boy from Mfantsipim wɔ nyɛ cause — girls ebaayi wɔ both like ɔ guy ɔ, na oshɔ straight physical for corridor. Ɔgirl ɔ hit Efua with water bottle — right for side ni ŋmɛi ɔ — na Obumo kɛ wall. Oni le, okay, enimɔ gbɛ o — kɛ neck ɔ stiff paa, na etsɔ eba ke ŋmɛi ɔ ebuubuubu. Wagya ɔgirl ɔ away already, kɛ Efua — chale — eni okay o. Odɔ somebody fi ni na etalɛ Efua ɔ."
122,"Ofainɛ, bɔɔ ekome ni ehiɛ fɛɛ bi le Prempeh College ha Kumasi — miiyɛ Asante, student bi. Chale mi friend Kojo, lights out bii, otsɔ otse ofee back wall mli ni obumo gbɔɔ fɛɛ, oogba shi gboo ŋ he — gboo ŋ okpoko ni kaa ɔ ni ni hii nɔ, kɛ onyemi gbɔ gboo ŋ blɛ kɛ ɔkɛ o. Shwe etsotso nɔ bi too. Yɛfee ni yɛ bo ŋ kɛ gboo ŋ ehe ko fracture fɛɛ. Ofainɛ, obiara ni eba ha tweaa tweaa."
123,"""Ofainɛ, mɛ bi shɛ wo wɔ bii kɛ ehii wɔ halls ni wɔ University of Ghana, Legon he. Mii nyɛ Nii Armah — mɛ nyɛ final year student. Senior students bi wɔ initiate dɛbi bi — Ibrahim — naɛ shi pɛɛ rough. Wɔ bɔ ni shi kɛ gbɔɔ ko ko ko, naɛ sɛɛ oblɛ ni yɛ bent over, oni tumi gbɔ kɛ straight o — kɛ oni shɛ kɛ ni hii ŋ shi ke otɛ hɔmɔ. Mɛ kɛ gbaa shi naɛ wɔ blɛ, mɛ stop wɔ, chale — kɛ dɛbi ni lɛ ehia doctor sɛɛ. Shishi bi lɛ tɛɛ yɛ wrong niŋ shi."""
124,"""Ofainɛ, me roommate Serwa ebumo faint le yi ŋ room bi mli, Ashesi University. Ebumo gbɛ, naanɔ ŋmɛi bi shi ebu desk bi edge dɔɔ wɔ — oni le nɔ ŋ kɛ, bɛɛ confused nɔ fɛ, naanɔ neck bi hii ŋ. Ni yɛ exams preparation, kɛ ni mli jaa oblɛ emi food ɔ sleep akɛ days fɛɛ — mehiɛŋ bo ni yɛ sɛ ɛnyɛ amɛ. Cut bi wɔ ŋmɛi shwe tsotso le ŋ ba naa — ni ba shiŋŋ. Me yɛ Nhyira, me yɛ roommate bi — ofainɛ, nawɔ bi jɛ ko kɛ ni, chale?"""
125,"Ofainɛ, mibɔ phone fii GSTS, Takoradi — nii yɛ Fuseini. Lɛ afternoon catering practical wɔ, Selorm otsɔ pot ni shwe mli — hot oil — nɔ ebumo nɔ oil etsane wɔ ŋ forearm wei. Skin eni blistering kɛkɛ nɔ ehii ni wɔ paaa — oni kɔli kɔli, nɔ eni, nɔ oni le nɔ ekasa. Teacher eni ŋ shi, nɔ oyi mi maa mibɔ frɛ. Ofainɛ, yɛ hia shɛ oyɛ nii mli ŋ yɛfɛɛ fii, lɛ yɛ tsɔ ni clinic loo."
