id,narrative_twi
91,"Agoo! Me pawoɔ kyɛw, boa me! Me ba Agyeman, ɔreyɛ adwuma wɔ construction site bi ha Tumu, na biribi duru a ɛtew agu no — ɛbɔɔ no wɔ ne yafunu ne ne bruwa so. Ɔyɛ abarimaa ketewa, nkɔso mprɛnsa afe na wɔwɔ no, na ɔwɔ yaw paa, nanso ɔhunu ne ho — ɔrekan asɛm. Me yɛ Patience, ne maame. Ne sikafoɔ — wɔn a wɔyɛɛ adwuma no nkoaa — na wɔfrɛɛ me sɛ asɛm no si. Ɔreka sɛ ne bruwa yɛ no yaw paa paa bere a ɔha mframa, nanso ne ho nni mogya a ɛrefiri koraa. Mehu yɛn ho yɛ hu sɛ ebia ne dompe bi atwa wɔ n'ase. Me pawoɔ kyɛw, soma obi mmra boa yɛn, anaasɛ kyerɛ yɛn deɛ yɛnni so ayɛ, ɛfiri sɛ yɛnnim deɛ yɛnyɛ bio. Me pawoɔ kyɛw, soma ambulance mmra Tumu ha ntɛm!"
92,"Me pawoɔ kyɛw, mepɛ sɛ meka asɛm bi a ɛsii me nuabarima ketewa ho. Ɔdinni Kwame, ɔadi mfeɛ duokron bɛyɛ, na ɔreyɛ adwuma wɔ construction site bi wɔ Accra-Cape Coast ɔkwan ho Winneba nkyɛn no, na biribi tuu agu ne nsa so. Ɔreka sɛ ɛyɛ no yaw, nanso ɔtumi yi ne nsa kɔ kakra kakra, enti yɛnsusuw sɛ ɛyɛ den papa. Me din de Ofori, na mepɛ sɛ mɛhunu sɛ ɔhia kɔ clinic anaa yɛtumi hwɛ ho wɔ fie."
93,"Me pawoɔ kyɛw, mepɛ sɛ meka biribi a aba ha wɔ Tumu. Me yɔnko a ɔte me boaboasom, Nii, ɔtuu fam wɔ compound no mu — ɔkraa na ne ti bɔɔ fam no so. Ɔho yɛ, ɔtee ase na ɔrekasakasa, nanso wɔabubu ne kor ho kakra na ɔka sɛ ɛyɛ no yaw wɔ hɔ. Me din de Ibrahim, mete ne boaboasom, na mehuu sɛ ɔyɛɛ dede no enti mebaa sɛ menhwɛ no. Yɛntee sɛ ɛyɛ kɛse papa, nanso yɛpɛ sɛ obi kyerɛ yɛn sɛ yɛnyɛ dɛn nnɛ."
94,"Me din de Sulemana. Merefrɛ sɛ meka ɔkra mo ho fa me yɔnko, opanyin bi a wɔfrɛ no Baffour. Ɔkɔɛ mu accident wɔ Asokwa ha, na ɛnyɛ kɔ na ɛkɔɛ — ɛwɔ faako a yɛtena ha ara. Saa bere a wɔde no baa fie no, ɔkyekyeree ne yam ne ne ntoakoa ho. Ɛnyɛ ehu paa — mogya nfiri no, na biribiara a ɛte saa nso nni hɔ — nanso ɛyɛ no yaw wɔ ne yam ho ne ne ntoakoa mu. Ɛfiri sɛ ɔyɛ opanyin, ɛno nti yɛpɛ sɛ yɛhwɛ sɛ ɔte ase yie."
95,"Yɛn din de Akua, mitu frɛ ɛfiri sɛ biribi bɔne ada ɛha abofra bea. Ɔno din de Afia, na ɔbɛyɛ mfe dunnum-anum anaasɛ dunnum-asia pɛ, na wahye — ɛkaa ne kɔn ne ne ti ho. Yɛwɔ Bolgatanga-Bawku ɔkwan so, Navrongo fam akyi beaeɛ. Na hye no nyɛ ketewa koraa, ne honam wɔ hɔ yɛ hu papa, na ɛyɛ no yaw na ɔsu, nanso ɔhunu ne ho na ɔkasa daa. Me pawoɔ kyɛw, soma obi mmra na wɔmmoa no ntɛm ara."
96,"Maakye, mepɛ sɛ meka biribi a asi wɔ Tamale-Yendi ɔkwan so, Savelugu beae a ɛbɛn no. Me din de Ibrahim, na meretwam na mihuu abofra bi, Agyeman, ɔtuu fam fii ne sikiri so wɔ ɔkwan so no. Ne nan yɛ no yaw kakra, nanso ɔho te sɛ ɛsɛ — ɔtena ɔkwan ho na ɔtumi yi no kakra kakra. Obi wɔ ne ho seesei, nanso mepɛɛ sɛ meka ma mo ama mo nhu, sɛ ebia obi bɛhwɛ no papa."
97,"Me pawoɔ kyɛw, mepɛ sɛ meka biribi a ɛsii ha wɔ Nalerigu. Me adamfo Vida — ɔnam kɔɔ aponkyerene ho na ne nan koɔ guu fam wɔ kwan a ɛyɛ broken so, na ne nan nkabom hyɛɛ no den paa. Ne nan nkabom no resu asu seesei na ɔntumi nnya gya biara wɔ so, nanso ɔhunu ne ho na ɔkasa aye. Me ne Elinam, mewɔ ne ho ha seesei. Yɛhwehwɛ adwene sɛ, ɛsɛ sɛ ɔkɔ clinic anaa yɛtumi dwene so wɔ fie?"
98,"Me pawoɔ kyɛw, asɛm kɛse bi aba ha na mehia mmoa ntɛm ara. Me din de Memunatu, na mɛfrɛ ho fa abofra bi ho — ne din de Nii Kwei. Ɔtuu nsuo mu wɔ Kete Krachi ɔkwan ho, beae a ɛbɛn Dambai no. Ɔkɔ ase wɔ nsuo mu, na bere a yɛtwnaa no afi mu no, ɔnyɛ hwee koraa — ɔanyɛ hunu. Ne kon ne ne ti yɛ hu yie — sɛ biribi nte so wɔ hɔ. Abofra yi yɛ ketewa paa, na ne state yɛ bɔne yie seesei — yɛsuro yie. Me pawoɔ kyɛw, soma onipa bi mmra ntɛm ara, efisɛ yɛnnim deɛ yɛbɛyɛ no maa no ha."
99,"Me pawoɔ kyɛw, mepɛ sɛ meka asɛm bi a asi ɔbarima afunahyɛ bi ho wɔ Oforikrom ha. Me din de Kwame, na abofra no din de Appiah — ɔyɛ me yɔnko ba, ɔnyɛ akɔkoraa. Ɔresesaw construction site bi a ɛbɛn ha no, na biribi tɔɔ no ti so, na ɔtuu fam. Ɔanyɛ nkonnwatiafi, nanso ɔrebrɛbrɛ paa na ne kɔn yɛ no yaw denden, enti yɛsuro no paa. Yɛhwehwɛ obi a obɛba boa, efisɛ mpaem no yɛ kɛse — ɛnyɛ ketewa asɛm koraa."
100,"Me pawoɔ kyɛw, biribi a ɛyɛ den paa aba na mehia mmoa ntɛm ara. Me din de Nii Laryea, na merefrɛ fa onipa bi ho a wɔfrɛ no Adjei. Adjei no na ɔreyɛ adwuma wɔ ɔkwan so a ɛkɔ Takoradi nkɔ Cape Coast, Anomabo nkyɛn hɔ. Na ɔreyɛ construction adwuma wɔ hɔ no, equipment tuntum bi atuu agu ne nan so — ɛyɛ hu paa, ne nan abubu paa na mogya pɔtɔpɔtɔ retu firi mu. Yɛakyekyere biribi hyɛ mu sɛ yɛbɛtumi ato mogya no ano na ɛnnante, nanso ɛyɛ no yaw paa na yɛsuro no yiye. Me pawoɔ kyɛw, soma mmoa mmra Anomabo nkyɛn ɔkwan no so hɔ ntɛm ara — mmirika mmra."
101,"Me pawoɔ kyɛw, mepɛ sɛ meka accident bi a ɛsi no ho asɛm. Me din de Nii Armah, na mefrɛ ho fa me adamfoɔ Abena ho — ɔkɔhyiaa accident wɔ Accra-Cape Coast ɔkwan so, Winneba nkyɛn bi ara hɔ. Kar bi bɔɔ trotro a ɔtene so no, na ne ti kɔɔ so bɔɔ ɔsoro a ɛwɔ n'anim no so, na ne kɔn yɛ no yaw kakra. Ɔhunu ne ho na ɔkasa, nanso yɛsuro ɛfiri sɛ ɔka daadaa sɛ ne kɔn mu ye den. Yɛwɔ ne nkyɛn seesei na ɔhia obi a obɛhwɛ no yiye."
102,"""Me pawoɔ kyɛw, nnɛ awia yi, biribi sii Bawku ɔkwan so, Zebilla nkyɛn. Abofra bea bi, Araba, tipper truck bɔɔ no a ɔreyɛ kwan so nantwi. Ɔtuu fam na ne ti buiɛ fam, nanso ɔhunu ne ho na ɔrekan nsɛm — mogya kakra firi ne ho na ɔka se ɛyɛ no yaw ne kɔnhwene ho. Mene Patience, ɔhɔ na metee nea esii. Me pawoɔ kyɛw, soma obi mmra hwɛ no, efisɛ ɔyɛ abofra na yɛmpɛ sɛ asiane bi bɛba. Soma ambulance mmra ntɛm!"""
103,"Me pawoɔ kyɛw, biribi asi wɔ Ho-Accra ɔkwan no so, Adidome beae no ho. Me nua, Nii Kwei, ɔtuu fam — me susu sɛ ɔwɔ kar bi so na ɔhwee ase, ɔkɔɔ fam den ara. Ne ti ne ne kɔn beae no na ɛbɔɔ, na sɛ me duu ne ho a, ɔhunuu ne ho, nanso ɔyɛɛ ntirimuɔden paa — n'adwene annye no yie, na ɔkyeɛ ne kɔn no, kaa sɛ ɛyɛ no yaw paa. Ɔyɛ abɔfra, ne mfeɛ bɛyɛ du nson anaa saa bi. Me na me yɛ Agyeman, mewɔ ne ho seisei — me pawoɔ kyɛw, soma onipa mmra ha, efisɛ mmpɛ sɛ meyi no kɔ baabi, mehunu sɛ ɛnyɛ sɛ ɛsɛ sɛ meyi no nantsew ara."
104,"Me pawoɔ kyɛw, mepɛ sɛ meka accident bi a ɛsii ha wɔ Yendi Senior High School. Me din de Issah, na yɛn students mu baako, Dela, pragyia bɔɔ no wɔ sukuu no entrance no ho, bere a ɔrekɔ sisi ɔkwan no kɔ mu anɔpa yi. Ɔyɛ abofra koro, na ne nan no mu yɛ no yaw, nanso ɔhunu ne ho, na mogya refi no koraa a, ɛnyɛ dɛm. Yɛama no atena ase, na obi wɔ ne nkyɛn seesei."
105,"Me pawoɔ kyɛw, me din de Appiah. Mefrɛ wo firi Winneba Senior High School. Yen mmaa baako, Naa Dedei, ɔsuruu wim wɔ staircase a ɛbɛn dormitory block no ho, na ɔtuu fam, na ne ti buaa step no nkyinkyim so. Ɔhunu ne ho na ɔrekan, nanso ɔde ne nsa kyerɛ ne kɔn na ɔka se ɛyɛ no yaw kakra. Ɛnyɛ hu paa saa, nanso yɛpɛ sɛ yɛhwɛ ase yie."
106,"Me pawoɔ kyɛw, merefrɛ ɛfiri biribi a ɛyɛ den paa a ɛsi ha wɔ Ho Senior High School. Me din de Yakubu, meyɛ ɔkyerɛkyerɛni wɔ ha. Yɛn sukuu aduane noa no, Elinam — ɔyɛ opanyin — ɔrekɔ twa compound no mu kwan a ɛbɛn dining hall no ho a, sukuu bas no san kohyia no antem na ɔtuu fam. Ne ti buiɛ fam den paa, na ne kɔn no hɔ yɛ hu. Ɔremes, nanso sɛ yɛfrɛ ne din a, ɔnyi so sɛ ɛsɛ. Mogya retu firi ne ti mu. Me pawoɔ kyɛw, mmoa mmra ntɛm — ɔyɛ opanyin na asɛm no yɛ den paa."
107,"Me pawoɔ kyɛw, merefrɛ fa hɔ sɛ obi a ɔyɛ ababaawa bi — okada buae no wɔ UPSA campus main gate ho ha Accra. Me din de Amoah, meyɛ lecturer wɔ ha, na Yaa no yɛ yɛn first-year student bi. Ɔrɛkyeaa ɔkwan akyi lɛkʼa awie, na okada no baa buae no — ɔtuu fam na ne ti kɔhyiaa fam. Nanso ɔhunu ne ho na ɔrɛkasa. Ne kɔn yɛ den kakra, na wɔabubu ne ti so kakra, nanso ennyɛ hu paa."
108,"Me pawoɔ kyɛw, mepɛ sɛ mekaa biribi a asi ha wɔ Cape Coast University — ɔbarima bi a wɔfrɛ no Sulemana, ɔbɛkɔ drowning wɔ swimming pool no mu nnɛ awia mu wɔ bere a wɔreyɛ recreational swim no. Ɔkɔɛ hɔ ne nnamfonom, na ɔhunuu ɔhaw ma ɔkɔɛ ase kakra ansa na wɔɔtwe no firii mu. Kweku na ɔɔtwe no kɔɔ nkyɛn, enti ɔno na ɔfrɛɛ me sɛ memmɛbɔ nkra yi. Sulemana hunu ne ho nnɛ, na ɔkeka sɛ ne nsa yɛ no yaw, anka sɛ ɛfiri sɛ bere a wɔrɛtwe no firii hɔ no, wɔkyeree no yie no. Ɛnyɛ ɛhia ɛhia, nanso yɛsusu sɛ ɛsɛ sɛ obi ba na onhwɛ no."
109,"Me din de Amankwah, meyɛ student wɔ Koforidua Technical University. Ɛnɛ yɛn practical session wɔ workshop no mu, me classmate baako, Emefa, ɔreyɛ adwuma wɔ grinding machine so, na ɛhia ɛno ase bi pue kɔ buaa no ti nkyɛn. Ɔhunu ne ho na ɔreka nsɛm, nanso ne ti nkyɛn no aswɛl, na ɔka sɛ ne kɔn yɛ den na ɛyɛ no yaw. Ɛnyɛ sɛ ɔanyɛ hunu anaa biribiara a ɛsɛ saa, nanso yɛsuro efisɛ swelling no retrɛtrɛ so daa, na ɔka sɛ ne ti reguiriguiri no."
110,"Me pawoɔ kyɛw, merefrɛ wo afa me adamfo Nii Armah ho — biribi asi no nnɛ awia yi wɔ T.I. Amass ha Kumasi. Yɛne no wɔ science lab hɔ yɛ yɛn practical, na Bunsen burner baako mu hyehyɛɛ mmerɛ bi, hyɛɛ ne nsa mu. Ɛnyɛ dodo papa — ɛfa ne nsa ase fam no ho, nanso ne ho ahyehyɛ yɛ deden na ɔreka sɛ ɛyɛ no yaw. Me din de Selorm — yɛne no yɛ labmates. Mepɛ sɛ minim adeɛ a yɛbɛtumi ayɛ mma no seesei ansa na yɛde no akɔ clinic."
111,"Me pawoɔ kyɛw, merefrɛ wo fi Kumasi Academy. Me din de Wiredu. Biribi baa ho mprempren wɔ break time mu — yɛn students baanu no wɔ bicycles so wɔ sports block ho, na wɔpɛɛ sɛ wɔbutu aba ama wonnyia wɔn ho, na Afia tuu fam, na ne nsa buiɛ fam kɛse. Ɔhunu ne ho, na ɔrekasakasa, nanso ne nsa ahyɛw na sɛ ɔpɛ sɛ ɔsesa no a, ɛyɛ no yaw dodo. Yɛnsusu sɛ ne dompe atwa, nanso yɛpɛ sɛ onipa bi mmra nhwɛ no."
112,"Me pawoɔ kyɛw, me din de Issah. Mefrɛ wo firi Adisadel College ha Cape Coast. Alhassan naa ɔne dropping taxi na ɔsan aba firi kurom, na kar bi bɔɔ taxi no ho faako a ɛbɛn sukuu gate no — ɔtuu fam, nanso ɔho yɛ no, ɛyɛ scrapes kakra ne bruise bi wɔ ne nan so. Ɔtena ase seesei yi, na ɔtumi yi ne nan no, enti yɛnnya yɛn ho yie sɛ ne dompe atwa anaa biribiara a ɛyɛ hu te saa. Ɛnde yɛpɛ sɛ ɔkɔ hospital na wɔhwɛ no yiye, efisɛ ɔtete kɔɔkɔɔkɔɔ kakra saa ara."
113,"Me pawoɔ kyɛw, mepɛ sɛ meka biribi a ɛyɛ den paa a ɛsi ha wɔ Tamale Senior High School. Me din de Nii Kwei, meyɛ okyerɛkyerɛni baako wɔ ha. Yɛn adwumayɛfo a ɔyɛ opanyin wɔ adidibea hɔ — Yaa — ɔnam kɔɔ dining hall nkyɛn no, na delivery truck a ɔde aduane bae no dane fam a ɔanyi ɔkra biara, na ɔbɔɔ no. Ne nan no, ɛhwɛ sɛ wɔabubu no paa — ne nan no abu na ɛdan dan, na mogya pue paa. Ɔhunu ne ho, nanso ɔsu resu na ɔcɔ cɔ, na ɔntumi mfa ne nan no nkɔ baabi koraa. Me pawoɔ kyɛw, mia mmoa mmra ha ntɛm ntɛm, efisɛ ɔyɛ opanyin na ne nan no yɛ den paa."
114,"Me din de Naa, merefrɛ firi Tamale Technical University. Me adamfo Abenaa — ɔyɛ student wɔ ha — ɔrekɔ twa kar park a ɛbɛn engineering block no, na campus bus bi bɔɔ no faa no so bere a ɛredan. Ɔtuu fam na ne ti bɔɔ fam — ɛwɔ kotoku ketewa bi wɔ so, na ne kɔn yɛ no yaw, nanso ɔhunu ne ho na ɔreka asɛm. Yɛpɛ sɛ yɛhunu sɛ ɛsɛ sɛ yɛfa no kɔ baabi na wɔhwɛ no yiye anaa."
115,"""Me pawoɔ kyɛw, merefrɛ sɛ mɛbɔ amaneɛ fa biribi a ɛsii ha wɔ Navrongo Senior High School. Me din de Abenaa, meyɛ ɔkyerɛkyerɛni. Yɛn sukuu no maintenance pickup no rekɔ workshop no ho wɔ compound no mu, na ɛbɔɔ yɛn PE ɔkyerɛkyerɛni baako, Fuseini, bere a ɔrekɔ so no. Ɔho yɛ, ɔnhunu hwee — na ne koro no ara nie, ne kosi no yɛ no yaw, na ɛwɔ haw bi wɔ hɔ. Ɔtɛ ase seesei, nanso yɛpɛ sɛ obi ba na ɔhwɛ no, efisɛ ɔse yaw no nkorɔ da."""""
116,"""Me din de Kwabena, meyɛ student wɔ Opoku Ware School wɔ Kumasi. Nnɛ awia no, yɛn home economics practical mu no, me class mu baako — Baffour — ɔkaa ɔben chɔ na ɔhyɛɛ no, na chɔ no kaa ne siket mu hyew no wɔ ne yafunu ho. Ɛnyɛ den papa — ne honam no anya bɔne kakra, ɛda mfiase sɛ ɛyɛ kɔkɔɔ na ɛwɔ ne ho kakra — nanso ɔreda su na yɛsuro. Ɔkyerɛkyerɛni no somee me sɛ memmra ka no ntɛm ara."""
117,"Me din de Alhassan. Merefrɛ mo fa abofra bi ho — ne din de Nii. Kar bɔɔ no wɔ Achimota Senior High School anim ha Accra. Ɔreyɛ adwuma ako kwan twa akyi suku, na kar no bɔɔ no yie paa — ne ti kum fam, na ɔnnyaa nante mmerɛ bi. Ne kɔn ho nso yɛ hu yie — yɛnsuro sɛ yɛbɛtam no. Ɛyɛ den paa. Me pawoɔ kyɛw, boa no ntɛm ntɛm — ɔhia mmoa sɛnea ɛte yi!"
118,"Me din de Naa Shormeh, na merefon efa me adamfoɔ Naa Akorkor ho, waakɔ accident wɔ ha Bolgatanga Senior High School. Ɔresiansian fiem stairs no so fi soro floor a ɛwɔ dormitory block no mu, na ɔpɛ ara ɔsɛɛ ɔnantiw baabi, na ɔtuu fam, na ɔkɔkoaa ne ber ne ne akyi ase yie paa. Ɔhunu ne ho na ɔtumi kasa, nanso ɔrekyerɛ sɛ ɛyɛ no yaw paa wɔ ne sɛnkɔ ho, na ohia nsamina a ɔbɔ mfasua no nso ɛhia no yaw. Yɛaboa no atenase pɔw ɔfam ha bɛso fam so, nanso yɛannpɛ sɛ yɛsesa no bebree, efisɛ saa baabi a yɛka no koraa no, ne anim de no yaw na ɔde anigye."
119,"Me pawoɔ kyɛw, merefrɛ wo efisɛ biribi a ɛyɛ hu paa asi wɔ Mfantsipim School ha wɔ Cape Coast — me din de Mensah, meyɛ house prefect. Senior boys bi hyiaa efie wɔ dormitory no mu, na wɔbubuiɛ Nii Kwei yie paa — ne yafunu ne ne ɛfanim ntam na ɛyɛ no yaw bebree. Ɔrehome, nanso ɔkyekyere ne ho na na ɔpinpim da wɔ hɔ wɔ berɛ biara a obi bɛtɔ ne ho so a ɛbɛhwɛ ne ɛfanim no. Yennim sɛ biribi atwa mu anaa, nanso ɔno de, ɔnhwɛ sɛ ɔhwɛ papa koraa."
120,"Me pawoɔ kyɛw, merefrɛ fi KNUST campus wɔ Kumasi — me din de Owusu, meyɛ hall football team mu. Anwumere no, yɛrekɔ training, na Kwabena kɔ hard wɔ tackle mu na ɔtuu fam yiye wɔ ne kɔnkɔn so. Seesei ne kɔnkɔn ahoahoa yiye papa, na ɔntumi nhyehyɛ ne nan gu so koraa. Ɔte pitch ho, yɛde no fi tɔfa so baa ho. Ɛnkyerɛ sɛ ne dompe atwa, nanso ahoahoa no renya kɛse, na ɔse ɛyɛ no yaw paa. Me pawoɔ kyɛw, obi bɛtumi aba ahwɛ no kakra anaa?"
121,"Me pawoɔ kyɛw, biribi asi ha wɔ yɛn dormitory mu wɔ Wesley Girls, na mepɛ sɛ meka ho asɛm. Me din de Dzifa, mewɔ house koro mu no. Yɛn mmaa baanu hyiae efisɛ ɔbarima bi fi Mfantsipim — wɔn nyinaa pɛ no, na ɛkɔɔ so kɔsi sɛ wɔde nsa bɔɔ wɔn ho wɔ corridor mu no. Ɔbaa baako no de nsu bottle bɔɔ Efua ti nkyɛn, na ɔtuu fam kɔhyiaa ɛpono no so. Ɔhunu ne ho, nanso ne kɔn yɛ den, na ɔka daa sɛ ne ti yɛ no yaw paa — sɛ kyɛkyɛ na ɛreto so. Yɛama ɔbaa a ɔbɔɔ no no kɔ, nanso Efua nni ho koraa — ɔhia obi a obɛhwɛ no."
122,"Me pawoɔ kyɛw, asɛm bi a ɛyɛ den paa aba ha Prempeh College, Kumasi — me din de Asante, meyɛ sukuu ba. Me adamfo Kojo ɔrehwehwɛ sɛ ɔbɛtweri aban a ɛwɔ akyiri no so wɔ anadwo a mframa atu aseɛ no, na ɔtuu fam paa ne nan so. Ne nan no asɛe akɛse na ɛnyɛ saa, na ɔsu resu, na ɔntumi nyi ne nan mmoɔ biara — na mogya bi nso wɔ hɔ. Yɛnsuro sɛ yɛbɛyi no, efisɛ ne nan no hwɛ sɛ ne dompe atwa yiye. Me pawoɔ kyɛw, boa mmra ha ntɛm ntɛm."
123,"Me pawoɔ kyɛw, mepɛ sɛ meka biribi a ɛsii wɔ University of Ghana, Legon hɔ, wɔ halls mu baako. Me din de Nii Armah, meyɛ student a mɛwie me sukuu. Senior students bi reyi abofra bi — Ibrahim — ama no kɔ mu, na ɛyɛɛ den paa. Wɔkyekyeree no wɔ ne yafunu ne ne breɛ so daa daa, na seesei no adadam, na ɔntumi ntsina tẽtẽ, na ɔkeka sɛ sɛ ɔpɛ sɛ ɔhomehome a ɛyɛ no yaw. Mekɔgyee no wɔ wɔn nsam, nanso abofra no hwehwɛ mmoa — ɛsɛ sɛ ɔkɔ hospital. Mframa bi saa sɛ biribi ntim wɔ ne ho mu."
124,"Me pawoɔ kyɛw, me roommate Serwa atew fam ha wɔ yɛn room no mu wɔ Ashesi University. Ɔtuu fam no, ne ti nkyɛn buiɛ desk no ɛfã so — nanso seesei ɔhunu ne ho, nanso ɔkyiri adwene na ne kɔn yɛ no yaw. Ɔbɛyɛ dua nnɔ no mu na examination no nti ɔnnidi pa ara, na ɔnna nso — mete sɛ ɛno nti na eyii saa. Ogya a ɛwɔ ne ti so no ketewa na mogya nso ntu fro paa. Me din de Nhyira — mene no na yɛtena room no mu. Me pawoɔ kyɛw, obiara betumi aba hɔ ahu no anaa? Soma ambulance mmra me pawoɔ kyɛw!"
125,"Me pawoɔ kyɛw, mɛfrɛ fie GSTS, Takoradi — me din de Fuseini. Ná yɛreyɛ yɛn catering practical nnɛ awia no, Selorm ná ɔreɔsɔ atadee a ɛhyehye ngo bi, na ɔtuu fam na ngo no hwiee agu ne nsa mu — ne nsa mu ho anaa ne brachii no so. Ne ho nipadua no renya mpaem kɛse, na mogya ho anaa akukyire bi reba aba ne ho no so, na ɛyɛ no yaw paa — ɔsu, nanso ɔhunu ne ho na ɔkasa. Ɔkyerɛkyerɛni no wɔ ne nkyɛn, na ɔno nti na ɔsomee me sɛ mefrɛ. Me pawoɔ kyɛw, kyerɛ yɛn deɛ yɛbɛyɛ ma no seesei ara yi, bere a yɛrɛkɔ de no kɔ clinic no no."
